Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	large ribosomal subunit (GO:0015934)	39/59	1.755247e-31	5.862524e-29	0	0	2.724291e+01	1.929275e+03	RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPL11;RPL36A;MRPL17;RPL9;RPL7;RPL7A;MRPL1;RPL36AL;RPL36;RPL14;RPL35;RPLP2;RPL13;RPL38;RPL37;RPL18;RPL39;RPL19;RPL41;RPL21;RPL23;RPL22;RPL13A;RPL35A;RPL23A;MRPL22;RPL27A;RPL37A;RPL24;RPL29;RPL28
GO_Cellular_Component_2021	cytosolic large ribosomal subunit (GO:0022625)	37/55	2.320492e-30	3.875221e-28	0	0	2.867762e+01	1.956840e+03	RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL12;RPL11;RPL36A;RPL9;RPL7;RPL7A;MRPL1;RPL36AL;RPL36;RPL14;RPL35;RPLP2;RPL13;RPL38;RPL37;RPL18;RPL39;RPL19;RPL41;RPL21;RPL23;RPL22;RPL13A;RPL35A;RPL23A;RPL27A;RPL37A;RPL24;RPL29;RPL28
GO_Cellular_Component_2021	cytosolic small ribosomal subunit (GO:0022627)	31/40	8.937601e-29	9.950529e-27	0	0	4.786235e+01	3.091176e+03	RPS27L;RPS4Y1;RPS15;RPS4X;RPS14;RPS15A;RPS16;RPS19;RPS18;RPS3;RPS11;RPS27A;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPS3A;RPS26;RPS25;RPS28;RPS27;RPS29;RPS20;DHX29;RPS21;UBA52;RPS23
GO_Cellular_Component_2021	ribosome (GO:0005840)	37/62	1.482994e-27	1.238300e-25	0	0	2.064012e+01	1.275059e+03	RPL30;RPL32;RPL31;DHX9;RPL11;RPL36A;RPL9;RPS4X;RPL7A;RPS19;RPS18;RPL36;RPS3;RPL38;RPS11;RPL18;RPL39;RPS10;RPS13;RPL19;RPS9;RPL41;RPS7;RPL23;RPS5;RPL13A;EIF2AK2;RPS26;RPS25;RPS28;RPS27;RPS29;RPL24;EIF3H;RPS21;SF1;RPS23
GO_Cellular_Component_2021	small ribosomal subunit (GO:0015935)	31/45	3.899179e-26	2.604652e-24	0	0	3.076039e+01	1.799681e+03	RPS27L;RPS4Y1;RPS15;RPS4X;RPS14;RPS15A;RPS16;RPS19;RPS18;RPS3;RPS11;RPS27A;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPS3A;RPS26;RPS25;RPS28;RPS27;RPS29;RPS20;DHX29;RPS21;UBA52;RPS23
GO_Cellular_Component_2021	polysomal ribosome (GO:0042788)	20/30	7.117842e-17	3.962265e-15	0	0	2.756329e+01	1.024840e+03	RPL30;RPL41;RPL32;DHX9;RPL31;RPL11;RPL36A;RPS26;RPL7A;RPS28;RPS29;RPL36;EIF3H;RPL24;RPL38;RPL18;RPL39;RPS21;RPL19;RPS23
GO_Cellular_Component_2021	intracellular non-membrane-bounded organelle (GO:0043232)	155/1158	2.393432e-16	1.142009e-14	0	0	2.240015e+00	8.057028e+01	POP5;RPL5;POP7;NARF;RPL3;EIF4A3;RRP1;GIMAP2;GIMAP7;RPL9;CDC14A;ACTG1;RPL7;PPP1CC;RPS14;ENDOV;CCND2;MAEA;RPS19;RPS18;CSPP1;ARHGDIB;RPL36;RPL35;RPS11;RPS10;RPS13;RPS9;ANAPC7;RSAD2;RPS7;RPL23;RPS5;RPS6;TPM1;ARID5A;ACSL5;ANXA11;CSNK1D;HDHD3;FBXO11;TUBA4A;EML3;EEF1A1;COX7A2L;EWSR1;BIN1;GRWD1;XRN2;SBDS;ANAPC5;KIF20B;SF1;MACF1;L3MBTL3;DDX5;TSG101;MEAF6;DHX9;BAZ2A;CDKN2AIP;DEDD2;ANAPC11;ORC4;EMG1;SPATA5L1;RAD21;CAMTA1;ZC3H14;ZNF146;XRCC6;SURF2;EIF2AK2;UPF3B;TBCC;UPF3A;PA2G4;ISG20;PARP10;CYLD;RPS25;RGCC;RPS27;UBLCP1;CDK4;ZNF655;ANP32B;BRWD1;RPS23;DYRK4;DYRK2;MCM7;HP1BP3;HMGB2;HSPB1;RPS4X;SNAPC5;RPL7A;HINT1;CASP8;RAC2;RRP12;RBM7;EMD;CCT3;TUBB;DDX56;DDX54;RPL13A;RHOH;EDF1;RPS3A;ZFY;GCFC2;KIF2A;AGPS;C1D;TOP1;EEF1E1;MAPRE1;CSTB;DCTN3;RPL11;MRPS31;RPL36A;NOC4L;ADD3;POLR2A;PPP2R3C;MXI1;RPS3;RPL13;DNAJB9;RPS27A;EXOSC3;RPL18;RPL19;NOP56;TAF15;STAT1;RPL23A;UBE2G2;LRWD1;NPM3;TUBB4B;LRPPRC;FIG4;RSL1D1;CDKN2AIPNL;TTC3;TSR1;VIM;MPHOSPH8;PNPLA2;MPHOSPH6
GO_Cellular_Component_2021	nucleus (GO:0005634)	430/4484	1.380115e-15	5.761980e-14	0	0	1.642872e+00	5.621350e+01	RPL5;RPL30;POP7;RPL3;MAML2;RRP1;THYN1;BACH1;RPL9;RPL7;PSMD9;PSMD1;PRKACA;PRKACB;RNF111;SAP30BP;MBNL1;RPL22;PASK;EML3;RNF126;DDX39B;EWSR1;BIN1;PSME4;UBA52;OPTN;CGGBP1;ASF1A;SF1;CTBP1;FLII;MRPL19;GATA3;BCL10;RPS4Y1;SAMSN1;ANAPC11;HSPH1;HMOX1;ZNF267;ZNF146;JUN;UPF3B;UPF3A;PA2G4;MLLT10;TDP2;ADI1;TDP1;HNRNPF;PPT1;PSMG1;PSMG2;CDK13;SETD5;RARG;BTG1;OGG1;PRKAG1;PRKAG2;ING4;TUBA1A;TMSB4X;IKBKE;ACTL6A;FOS;NUDT16L1;LRRC41;SERPINB6;GCFC2;PSMA3;PSMA4;HCLS1;ZNF236;ZNF350;AP5Z1;RNMT;RPS27L;PSMB5;RPS3;RPL13;RPS27A;RPL18;SRSF11;YTHDF2;SF3A2;STAT1;MDH2;CSNK1A1;CARD8;NR1H2;TUBB4B;HIPK1;LRPPRC;PSMC5;PSMC6;PHF5A;FABP5;NFIC;ZYX;CRLF3;ZNF573;ZNF451;YEATS4;YY1;PPP1CC;MAEA;KPNA2;HMGN2;HMGN1;BNIP3L;IK;RPS9;ANAPC7;RPS7;RPS8;UBE2E3;RPS6;VRK2;FBXO11;RBX1;THOC6;MAPKAPK3;MSH3;SRSF2;ANAPC5;ERH;ADNP;SRSF7;ARL3;CREM;CREBL2;PHB;FHIT;SBNO1;ORC4;STK38;TPR;BAG1;SMYD3;MAP2K7;MCL1;AKIRIN1;API5;POLR3GL;TNK2;LSM1;RFXANK;ARPC5;EEF2;LSM5;LSM2;DRAP1;RGCC;CNOT7;UBLCP1;CDK4;SP3;TADA3;RCAN3;NF1;ZNF655;ZNF775;MYD88;RAD9A;ISY1;HSP90AB1;MCM7;FHL1;ZFP82;CDC73;RPL7A;ZNF528;WDR5;IDH3B;HMG20B;ACTR2;MSL3;RPL13A;EDF1;RAD23B;PTP4A1;C1D;RPL37A;DNAJC9;TOP1;DNAJC8;NSRP1;BIRC2;BIRC3;SLC25A6;NFAT5;HDAC5;CEBPB;RNF34;PPM1M;SRSF1;VPS4A;CEBPG;PBXIP1;POLR2A;CCDC85B;POLR2G;HNRNPA1;HNRNPA0;FEM1B;CNBP;TPRKB;RPL23A;FBXL12;IMPDH2;TRIM33;TPT1;LTV1;PANK2;EIF4A3;CCNC;MT1X;IKZF1;CCAR1;RPS15;PPP2R1A;RPL36AL;RPS18;MAGOH;FAM53C;DPF2;SNRPD3;RPS13;SKP1;NSMCE1;CSNK1D;ACTN4;THAP1;SRRM1;GRWD1;XRN2;VDAC1;KIF20B;L3MBTL3;DHX8;DHX9;TXK;TSHZ2;DCUN1D1;PTTG1IP;BRCC3;UBE2J2;DGUOK;RALGDS;SCAI;STAT5B;XRCC6;BCL11B;SMARCA5;PARP10;FBXL8;RPS25;SNW1;RPS27;FUBP3;ANP32E;ID3;CALM3;FBXL3;ANP32B;PYROXD1;CITED4;SRA1;PRPF19;BABAM1;HINT1;SCML4;TUBB;CACYBP;ZFY;PARP9;PRPF18;MDFIC;SDE2;PABPC1;EEF1E1;PTMA;CSTB;PCNA;MYCBP;NEDD8;PCNP;TCEAL8;SH3BGRL;RXRA;CHRAC1;FAM172A;SERTAD2;HSF1;LMNA;EXOSC3;RANBP2;RANBP1;RPA1;RPA2;PPP1CA;THEMIS2;STK17B;CAMK4;TTC3;HNRNPA2B1;MPHOSPH8;MAD2L1;MPHOSPH6;NARF;ARID4A;ARID4B;SRP14;ETS1;ACTG1;CCND2;BANF1;PDIA3;ARID5A;NOSIP;ARID5B;SUPT7L;EEF1A1;PRPF6;SBDS;UBE2V2;CHMP4A;MATR3;DDX5;PSMD14;RBM8A;PSMD13;YTHDC1;PRPF8;EMG1;CAMTA1;SUDS3;MORC2;PIBF1;ZC3H14;HSPA8;CBX6;POU2F1;UBE2B;PHF11;CWC15;EIF2S2;COQ7;AZIN1;ISG20;NR4A1;APPBP2;CYCS;BRWD1;SAE1;NFKBID;DDX3Y;RERE;KDM5A;DYRK4;DYRK2;RBM26;DDX46;HP1BP3;HMGB2;DDX42;PSIP1;HSPB1;DDX41;IRF2BPL;SNAPC5;POLB;NFKBIZ;RBM7;KDM6A;RBM6;KDM6B;USP42;AKTIP;DCXR;DDX54;RPS3A;PPP2R5C;YWHAZ;ETV7;ELF1;ALS2;OAS1;EEF1D;THRAP3;IRF2;RBMS1;LUC7L3;NAA38;EAPP;USP14;USP16;LEF1;RNF6;MAT2B;RNF7;SAMHD1;IWS1;PSMB10;TBRG1;RMND5B;RNF113A;TDG;TGS1;MKNK2;POLD2;MXI1;GBP2;RBM38;SPEN;TAF15;TAF10;NAP1L1;LRWD1;U2SURP;SOD1;NAP1L4;UFM1;POLE3;RGS10;QRICH1;SSBP1;RBMX
GO_Cellular_Component_2021	nuclear lumen (GO:0031981)	109/745	2.782679e-14	1.032683e-12	0	0	2.443507e+00	7.626864e+01	POP5;RPL5;POP7;RPL3;NARF;RRP1;EIF4A3;CDC14A;RPL7;PPP1CC;RPS14;ENDOV;CCND2;RPS19;RPL36;RPL35;RPS11;RPS10;RPS13;IK;RPS9;RPS7;RPL23;RPS6;ARID5A;ACSL5;HDHD3;FBXO11;EEF1A1;COX7A2L;EWSR1;GRWD1;XRN2;SBDS;KIF20B;L3MBTL3;DDX5;TSG101;MEAF6;DHX9;BAZ2A;CDKN2AIP;ANAPC11;DEDD2;ORC4;EMG1;CAMTA1;ZC3H14;ZNF146;JUN;XRCC6;SURF2;UPF3B;UPF3A;PA2G4;PARP10;ISG20;RPS25;RGCC;UBLCP1;CDK4;ZNF655;ANP32B;BRWD1;MCM7;HMGB2;SNAPC5;RPL7A;RRP12;RBM7;DDX56;RPL13A;DDX54;EDF1;RPS3A;ZFY;SPIDR;GCFC2;KIF2A;AGPS;C1D;TOP1;EEF1E1;CSTB;RPL11;DCTN3;MRPS31;NOC4L;POLR2A;MXI1;RPS3;RPL13;DNAJB9;RPL18;RPS27A;EXOSC3;RPL19;NOP56;TAF15;STAT1;RPL23A;LRWD1;NPM3;RSL1D1;CDKN2AIPNL;TTC3;TSR1;MPHOSPH8;MPHOSPH6
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	477/5192	3.686702e-14	1.231358e-12	0	0	1.574531e+00	4.870254e+01	VPS29;RPL5;RPL30;POP7;RPL3;MAML2;RRP1;THYN1;BACH1;RPL9;RPL7;PSMD9;TFG;PSMD1;PRKACA;PRKACB;RNF111;STARD3;SAP30BP;MBNL1;RPL22;PASK;HDHD3;RC3H2;UNC13D;EML3;RNF126;DDX39B;EWSR1;BIN1;PSME4;UBA52;OPTN;CGGBP1;ASF1A;SF1;LRPAP1;CTBP1;FLII;MRPL19;GATA3;BCL10;RPS4Y1;SAMSN1;ANAPC11;HSPH1;HMOX1;ZNF267;ZNF146;VTI1B;JUN;UPF3B;UPF3A;PA2G4;MLLT10;TDP2;ADI1;TDP1;HNRNPF;PPT1;PSMG1;PSMG2;CDK13;SETD5;RARG;BTG1;OGG1;PRKAG1;PRKAG2;ING4;TUBA1A;TMSB4X;RRP12;IKBKE;ACTL6A;FOS;NUDT16L1;LRRC41;SERPINB6;GCFC2;SLC7A6;PSMA3;PSMA4;HCLS1;ZNF236;VAMP2;VAMP3;ZNF350;AP5Z1;RNMT;RPS27L;BTAF1;PSMB5;RPS3;RPL13;RPS27A;RPL18;SRSF11;YTHDF2;SF3A2;STAT1;MDH2;CSNK1A1;CARD8;NR1H2;TUBB4B;HIPK1;LRPPRC;FIG4;PSMC5;PSMC6;PHF5A;FABP5;NFIC;ZYX;CRLF3;ZNF573;ZNF451;YEATS4;YY1;PPP1CC;MAEA;KPNA2;HMGN2;HMGN1;BNIP3L;IK;RPS9;ANAPC7;RPS7;IST1;RPS8;UBE2E3;RPS6;VRK2;FBXO11;RBX1;THOC6;MAPKAPK3;MSH3;SRSF2;ANAPC5;ERH;ADNP;SRSF7;ARL3;CREM;CREBL2;PHB;FHIT;SBNO1;ORC4;STK38;TPR;BAG1;SMYD3;MAP2K7;MCL1;AKIRIN1;OSBPL7;API5;POLR3GL;TNK2;LSM1;RFXANK;ARPC5;EEF2;LSM5;LSM2;DRAP1;RGCC;CNOT7;UBLCP1;CDK4;SP3;TADA3;RCAN3;NF1;ZNF655;ZNF775;RAB5A;MYD88;RAD9A;ISY1;HSP90AB1;MCM7;CPQ;FHL1;ZFP82;CDC73;RPL7A;ZNF528;WDR5;IDH3B;HMG20B;ACTR2;MSL3;RPL13A;EDF1;RAD23B;PTP4A1;DNAJC5;C1D;RPL37A;DNAJC9;TOP1;DNAJC8;NSRP1;BIRC2;BIRC3;SLC25A6;NFAT5;HDAC5;CEBPB;RNF34;PPM1M;SRSF1;VPS4A;CEBPG;PBXIP1;POLR2A;CCDC85B;POLR2G;HNRNPA1;HNRNPA0;CYB5B;FEM1B;CNBP;TPRKB;RPL23A;FBXL12;IMPDH2;DNAJA3;TRIM33;TPT1;LTV1;PANK2;ECI2;EIF4A3;CCNC;MT1X;IKZF1;CCAR1;RPS15;GOLGA2;PPP2R1A;RPL36AL;RPS18;MAGOH;FAM53C;DPF2;SNRPD3;RPS13;RPS12;AGFG1;SKP1;NSMCE1;CSNK1D;ACTN4;THAP1;SRRM1;GRWD1;XRN2;VDAC1;KIF20B;L3MBTL3;DHX8;DHX9;TXK;TSHZ2;DCUN1D1;PTTG1IP;BRCC3;UBE2J2;DGUOK;RAB11FIP1;RALGDS;SCAI;STAT5B;XRCC6;BCL11B;SMARCA5;PARP10;FBXL8;RPS25;SNW1;RPS27;FUBP3;ANP32E;ID3;CALM3;FBXL3;ANP32B;TECPR1;ITM2B;DCP1B;PYROXD1;CITED4;ICA1;SRA1;PRPF19;BABAM1;HINT1;SCML4;RAC2;QSOX1;TUBB;RHOH;CACYBP;ZFY;PARP9;PRPF18;MDFIC;SDE2;PABPC1;EEF1E1;PTMA;CSTB;PCNA;MYCBP;NEDD8;PCNP;TCEAL8;SH3BGRL;RXRA;CHRAC1;FAM172A;SERTAD2;HSF1;LMNA;EXOSC3;RANBP2;RANBP1;YIPF5;RPA1;RPA2;PPP1CA;THEMIS2;STK17B;CAMK4;TTC3;HNRNPA2B1;NBR1;MPHOSPH8;MAD2L1;MPHOSPH6;ARID4A;ARID4B;SRP14;GIMAP7;ETS1;ACTG1;CCND2;BANF1;PDIA3;ARID5A;NOSIP;ARID5B;SUPT7L;EEF1A1;PRPF6;SBDS;UBE2V2;CHMP4A;MATR3;DDX5;PSMD14;RBM8A;PSMD13;YTHDC1;PRPF8;PMF1;EMG1;CAMTA1;SUDS3;MORC2;PIBF1;ZC3H14;HSPA8;CBX6;POU2F1;UBE2B;PHF11;CCZ1;HOOK3;CWC15;EIF2S2;COQ7;AZIN1;IFT20;ISG20;NR4A1;ARHGAP30;APPBP2;CYCS;BRWD1;SAE1;NFKBID;DDX3Y;RERE;KDM5A;DYRK4;DYRK2;RBM26;DDX46;HP1BP3;HMGB2;DDX42;PSIP1;HSPB1;DDX41;IRF2BPL;SNAPC5;POLB;NFKBIZ;RBM7;KDM6A;RBM6;KDM6B;USP42;AKTIP;DCXR;DDX54;RPS3A;PPP2R5C;YWHAZ;ETV7;ELF1;TRAPPC6A;ALS2;OAS1;EEF1D;THRAP3;IRF2;CAT;ATP6V1B2;RBMS1;LUC7L3;NAA38;EAPP;USP14;USP16;LEF1;RNF6;MAT2B;RNF7;SAMHD1;IWS1;PSMB10;TBRG1;RMND5B;RNF113A;TDG;TGS1;MKNK2;POLD2;MXI1;BNIP1;S1PR1;GBP2;RBM38;SPEN;TAF15;TAF10;ATP2B4;NAP1L1;LRWD1;U2SURP;SOD1;NAP1L4;UFM1;POLE3;RGS10;QRICH1;SSBP1;CLUAP1;RBMX
