Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	gene expression (GO:0010467)	70/356	7.175840e-16	2.861007e-12	0	0	3.450842e+00	1.203331e+02	RPL4;MRPS15;MRPS16;NXT1;MRPS14;RPLP0;MRPL36;MRPL34;PWP1;YARS2;RPL6;MRPL32;RPL7;MRPL41;RBM3;RPL18A;RPL36;MRPL9;RPS13;RPS12;MEF2A;RPL21;NCBP2;PABPC4;THOC1;RPSA;RPS3A;MLF1;MRPL43;THOC7;SRRM1;MRPL51;HNRNPH1;MED20;SRSF2;SRSF3;RPL27;RPL26;HNRNPH3;SRSF5;SLU7;SRSF9;SLBP;POM121;MRPS36;RPL36A;MRPL55;RPS15A;U2AF2;DHX38;RPL13;POLR2F;NUP88;RPS2;RPS27A;POLR2I;RPL17;POLR2K;POLR2L;CPSF4;MRPL28;MAGOHB;RPS26;HNRNPK;TNIP1;RPL27A;RNPS1;RSL24D1;RPS24;NUP37
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	59/314	1.065751e-12	2.124574e-09	0	0	3.240274e+00	8.932574e+01	RPL4;MRPS15;MRPS16;MRPS14;RPLP0;MRPL36;MRPL34;PWP1;YARS2;RPL6;MRPL32;RPL7;PTMS;MRPL41;EEF1B2;RPL18A;RPL36;MRPL9;RPS13;RPS12;MEF2A;TSFM;RPL21;PABPC4;RPSA;RPS3A;MLF1;MRPL43;MRPL51;MED20;RPL27;RPL26;RHNO1;SET;MRPS36;RPL36A;MRPL55;RPS15A;ORC3;RPL13;POLR2F;RPS2;RPS27A;POLR2I;RPL17;POLR2K;POLR2L;DUT;TREX1;MRPL28;RPS26;EXT2;TNIP1;RPL27A;RPA3;RNPS1;RSL24D1;RPS24;ATR
GO_Biological_Process_2021	translation (GO:0006412)	46/214	2.694332e-12	3.050180e-09	0	0	3.814942e+00	1.016296e+02	RPL4;MRPS15;MRPS16;MRPS14;MRPS36;RPLP0;RPL36A;MRPL36;MRPL34;YARS2;RPL6;MRPL32;RPL7;MRPL55;MRPL41;EEF1B2;RPS15A;RPL18A;RPL36;RPL13;RPS2;MRPL9;RPS27A;RPL17;RPS13;RPS12;TSFM;RPL21;PABPC4;TMA7;MRPL28;RPSA;RPS3A;MRPL43;RPS26;MRPL51;TNIP1;PPA1;RPL27A;RPL27;RPL22L1;RPL26;ABCE1;RSL24D1;RPS24;RPL26L1
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	39/162	3.060126e-12	3.050180e-09	0	0	4.405222e+00	1.167937e+02	RPL4;MRPS15;MRPS16;MRPS14;MRPS36;RPLP0;RPL36A;MRPL36;MRPL34;YARS2;RPL6;MRPL32;RPL7;MRPL55;MRPL41;RPS15A;RPL18A;RPL36;RPL13;MRPL9;RPS2;RPS27A;RPL17;RPS13;RPS12;RPL21;PABPC4;MRPL28;RPSA;RPS3A;MRPL43;RPS26;MRPL51;TNIP1;RPL27A;RPL27;RPL26;RSL24D1;RPS24
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	53/274	4.755511e-12	3.792045e-09	0	0	3.349460e+00	8.732617e+01	HNRNPR;WDR83;CWC27;EFTUD2;SNRPD1;PCF11;RBMX2;CWC22;DHX16;CTNNBL1;PRMT5;RBM14;SCAF11;NCBP2;PLRG1;WBP11;SRRM1;HNRNPH1;PRPF3;SRSF2;STRAP;SRSF3;SNRPA1;HNRNPH3;GEMIN7;SNRPF;SRSF5;GEMIN8;SNRNP200;SLU7;SNRPA;SNRPB;SRSF9;PUF60;U2AF2;TRA2B;PCBP2;DHX38;POLR2F;RALY;POLR2I;POLR2K;POLR2L;ZRSR2;CPSF4;FUS;NONO;MAGOHB;HNRNPM;NUDT21;HNRNPK;RNPS1;HNRNPC
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	49/251	2.153983e-11	1.431321e-08	0	0	3.381177e+00	8.304548e+01	HNRNPR;WDR83;CWC27;EFTUD2;SNRPD1;PCF11;RBMX2;CWC22;DHX16;CTNNBL1;RBM14;NCBP2;PLRG1;WBP11;SRRM1;HNRNPH1;PRPF3;SRSF2;SRSF3;SNRPA1;HNRNPH3;GEMIN7;SNRPF;SRSF5;SNRNP200;SLU7;SNRPA;SNRPB;SRSF9;PUF60;U2AF2;TRA2B;PCBP2;DHX38;POLR2F;RALY;POLR2I;POLR2K;POLR2L;ZRSR2;CPSF4;FUS;NONO;MAGOHB;HNRNPM;NUDT21;HNRNPK;RNPS1;HNRNPC
GO_Biological_Process_2021	mRNA processing (GO:0006397)	54/300	5.385630e-11	3.067501e-08	0	0	3.064004e+00	7.244745e+01	CCNH;HNRNPR;WDR83;CWC27;EFTUD2;SNRPD1;PCF11;RBMX2;CWC22;DHX16;CTNNBL1;RBM14;SCAF11;NCBP2;THOC1;PLRG1;WBP11;THOC7;SRRM1;HNRNPH1;PRPF3;SRSF2;SRSF3;SNRPA1;HNRNPH3;GEMIN7;SNRPF;SRSF5;SNRNP200;SLU7;SNRPA;SNRPB;SRSF9;PUF60;U2AF2;TRA2B;PCBP2;DHX38;POLR2F;RALY;POLR2I;POLR2K;POLR2L;ZRSR2;CPSF4;FUS;NONO;RPRD2;MAGOHB;HNRNPM;NUDT21;HNRNPK;RNPS1;HNRNPC
GO_Biological_Process_2021	cytoplasmic translation (GO:0002181)	27/93	6.893626e-11	3.435611e-08	0	0	5.650264e+00	1.322040e+02	EIF4A2;RPL4;RPLP0;RPL36A;RPL6;RPL7;RPS15A;RPL18A;RPL36;RPL13;RPS2;RPS27A;RPL17;RPS13;RPS12;RPL21;TMA7;RPS3A;RPSA;RPS26;EIF3M;RPL27A;RPL27;RPL22L1;RPL26;RPL26L1;RPS24
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	64/417	9.741328e-10	3.888615e-07	0	0	2.535192e+00	5.260390e+01	RPL4;MRPS15;MRPS16;MRPS14;RPLP0;UBE2D3;MRPL36;MIA3;MRPL34;YARS2;RPL6;MRPL32;RPL7;MRPL41;RPL18A;RPL36;MRPL9;RPS13;RPS12;RPL21;PABPC4;ADAM10;RPSA;RPS3A;PDIA6;MRPL43;FBXW2;MRPL51;FDX1;RPL27;RPL26;STOML2;PRKDC;MRPS36;HM13;RPN1;RPL36A;HTRA2;NEDD8;MRPL55;HSP90B1;TGOLN2;RPS15A;RPL13;RIPK1;RPS2;RPS27A;ST3GAL1;RPL17;SEC11A;LCMT1;SEC11C;UBE2I;MRPL28;UBE2G1;KTN1;RPS26;TNIP1;MGAT4A;RPL27A;UBA3;P4HB;RSL24D1;RPS24
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	25/90	9.753237e-10	3.888615e-07	0	0	5.304606e+00	1.100613e+02	RPL4;SRP19;RPLP0;RPL36A;RPL6;RPL7;RPS15A;RPL18A;RPL36;RPL13;SEC61B;RPS2;RPS27A;RPL17;RPS13;RPS12;SEC63;RPL21;RPS3A;RPSA;RPS26;RPL27A;RPL27;RPL26;RPS24
