Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cytoplasmic translation (GO:0002181)	30/93	2.860604e-13	5.801571e-10	0	0	6.592806e+00	1.904172e+02	EIF4A2;RPL4;EIF4A1;RPL3;RPLP0;RPL36A;RPL6;RPS4X;RPS15A;RPL18A;RPL36;RPS3;RPS2;RPS27A;RPL17;RPS13;ZC3H15;RPS12;RPL21;RPS8;TMA7;RPS3A;RPSA;RPS26;EIF3M;RPL27A;RPL27;RPL22L1;RPL26;RPS24
GO_Biological_Process_2021	gene expression (GO:0010467)	65/356	2.960741e-13	5.801571e-10	0	0	3.136383e+00	9.047891e+01	RPL4;MRPS15;SMG1;RPL3;MRPS16;NXT1;RPLP0;MRPL36;MRPL34;PWP1;RPL6;MRPL32;MRPL41;RBM3;RPS4X;RBM4;RPL18A;RPL36;MRPL9;RPS13;RPS12;RPL21;RPS8;NCBP2;PABPC4;MRPS18A;RPSA;RPS3A;MLF1;THOC7;MRPL51;HNRNPH1;MED20;RPL27;RPL26;HNRNPH3;SRSF9;SLBP;POM121;NUFIP1;MRPS36;RPL36A;MRPL55;RPS15A;POLR2B;U2AF2;RPS3;POLR2F;RPS2;RPS27A;POLR2I;RPL17;POLR2K;POLR2L;CPSF4;MRPL28;MAGOHB;RPS26;HNRNPK;COPS5;TNIP1;RPL27A;STUB1;RPS24;NUP37
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	40/162	6.710800e-13	8.766542e-10	0	0	4.558880e+00	1.277849e+02	RPL4;MRPS15;RPL3;MRPS16;MRPS36;RPLP0;RPL36A;MRPL36;MRPL34;PCSK5;RPL6;MRPL32;MRPL55;MRPL41;RPS4X;RPS15A;RPL18A;RPL36;RPS3;MRPL9;RPS2;RPS27A;RPL17;RPS13;RPS12;RPL21;RPS8;PABPC4;MRPS18A;MRPL28;RPSA;RPS3A;RPS26;COPS5;MRPL51;TNIP1;RPL27A;RPL27;RPL26;RPS24
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	70/417	2.375036e-12	2.326941e-09	0	0	2.834751e+00	7.587498e+01	RPL4;MRPS15;RPL3;SERPINA1;MRPS16;UBE2D2;RPLP0;UBE2D3;ARAF;MRPL36;MIA3;MRPL34;PCSK5;RPL6;MRPL32;MRPL41;RPS4X;RPL18A;RPL36;CTSH;MRPL9;RPS13;RPS12;RPL21;RPS8;PABPC4;MRPS18A;ADAM10;RPSA;RPS3A;PDIA6;FBXW2;MRPL51;RPL27;RPL26;STOML2;PRKDC;MRPS36;HM13;RPL36A;HTRA2;OMA1;MRPL55;HSP90B1;TGOLN2;RPS15A;RPS3;RIPK1;RPS2;RPS27A;ST3GAL1;RPL17;SEC11A;LCMT1;SEC11C;UBL4A;MBTPS1;UBE2I;MRPL28;UBE2G1;KTN1;RPS26;SPCS2;COPS5;TNIP1;MGAT4A;RPL27A;UBA3;P4HB;RPS24
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	28/90	4.792090e-12	3.756040e-09	0	0	6.243557e+00	1.627324e+02	RPL4;SRP19;RPL3;RPLP0;ZFAND2B;RPL36A;RPL6;RPS4X;RPS15A;RPL18A;RPL36;RPS3;SEC61B;RPS2;RPS27A;RPL17;RPS13;RPS12;SEC63;RPL21;RPS8;RPS3A;RPSA;RPS26;RPL27A;RPL27;RPL26;RPS24
GO_Biological_Process_2021	translation (GO:0006412)	45/214	1.030949e-11	6.733816e-09	0	0	3.706927e+00	9.377767e+01	RPL4;MRPS15;RPL3;MRPS16;MRPS36;RPLP0;RPL36A;MRPL36;MRPL34;RPL6;MRPL32;MRPL55;MRPL41;EEF1B2;RPS4X;RPS15A;RPL18A;RPL36;RPS3;RPS2;MRPL9;RPS27A;RPL17;RPS13;ZC3H15;RPS12;RPL21;RPS8;PABPC4;TMA7;MRPS18A;MRPL28;RPSA;RPS3A;RPS26;AIMP2;MRPL51;COPS5;TNIP1;RPL27A;RPL27;RPL22L1;RPL26;ABCE1;RPS24
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	52/274	1.600127e-11	8.958426e-09	0	0	3.268802e+00	8.125703e+01	PDCD7;HNRNPR;WDR83;CWC27;EFTUD2;RBM4;PCF11;RBMX2;CWC22;DHX16;CTNNBL1;PRMT5;SCAF11;NCBP2;ZCRB1;PLRG1;GTF2F1;WBP11;HNRNPH1;SYF2;STRAP;SNRNP27;SNRPA1;HNRNPH3;GEMIN7;SNRPF;CACTIN;GEMIN8;SNRNP200;SNRPA;SNRPB;SRSF9;PUF60;POLR2B;U2AF2;TRA2B;ZMAT5;POLR2F;RALY;POLR2I;SF3B1;POLR2K;POLR2L;ZRSR2;CPSF4;FUS;NONO;MAGOHB;SRPK1;NUDT21;HNRNPK;HNRNPC
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	37/158	2.636188e-11	1.291402e-08	0	0	4.242482e+00	1.033431e+02	KHDRBS1;ITK;STOML2;WAS;PIK3CD;CD3G;PTPN22;CD3E;CD3D;MALT1;PSMA7;IKBKB;PSMB7;PSMB4;PSMD2;PSMD3;CSK;FYN;NCK1;BTN2A1;TRAT1;THEMIS;HLA-A;BTN3A2;PSMB8;ZAP70;PSMC5;PTPRC;PSMC3;WNK1;LCK;PSME3;PSMC1;PSMC2;PSME1;HLA-DPB1;SKAP1
GO_Biological_Process_2021	cotranslational protein targeting to membrane (GO:0006613)	27/94	9.046458e-11	3.939230e-08	0	0	5.565632e+00	1.287111e+02	RPL4;SRP19;RPL3;RPLP0;RPL36A;RPL6;RPS4X;RPS15A;RPL18A;RPL36;RPS3;RPS2;RPS27A;RPL17;RPS13;RPS12;SEC63;RPL21;RPS8;SSR2;RPS3A;RPSA;RPS26;RPL27A;RPL27;RPL26;RPS24
GO_Biological_Process_2021	mRNA processing (GO:0006397)	53/300	1.660006e-10	6.050090e-08	0	0	2.992652e+00	6.739163e+01	CCNH;PDCD7;HNRNPR;WDR83;CWC27;EFTUD2;RBM4;PCF11;RBMX2;CWC22;DHX16;CTNNBL1;SCAF11;NCBP2;ZCRB1;PLRG1;GTF2F1;WBP11;THOC7;ERN1;HNRNPH1;SYF2;SNRNP27;SNRPA1;HNRNPH3;GEMIN7;SNRPF;CACTIN;SNRNP200;SNRPA;SNRPB;SRSF9;PUF60;POLR2B;U2AF2;TRA2B;ZMAT5;POLR2F;RALY;POLR2I;SF3B1;POLR2K;POLR2L;ZRSR2;CPSF4;CPSF6;FUS;NONO;MAGOHB;NUDT21;HNRNPK;HNRNPC;MNAT1
GO_Biological_Process_2021	protein targeting to ER (GO:0045047)	28/103	1.698163e-10	6.050090e-08	0	0	5.157726e+00	1.160298e+02	RPL4;SRP19;RPL3;RPLP0;ZFAND2B;RPL36A;RPL6;RPS4X;RPS15A;RPL18A;RPL36;RPS3;RPS2;RPS27A;RPL17;RPS13;RPS12;SEC63;RPL21;RPS8;RPSA;RPS3A;RPS26;SPCS2;RPL27A;RPL27;RPL26;RPS24
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	39/185	2.260688e-10	7.303627e-08	0	0	3.706636e+00	8.232507e+01	BLK;KHDRBS1;ITK;STOML2;WAS;PIK3CD;CD3G;PTPN22;CD3E;CD3D;MALT1;PSMA7;IKBKB;PSMB7;PSMB4;PSMD2;PSMD3;NCKAP1L;CSK;FYN;NCK1;BTN2A1;TRAT1;THEMIS;HLA-A;BTN3A2;PSMB8;ZAP70;PSMC5;PTPRC;PSMC3;WNK1;LCK;PSME3;PSMC1;PSMC2;PSME1;HLA-DPB1;SKAP1
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	47/251	2.422739e-10	7.303627e-08	0	0	3.206175e+00	7.098776e+01	PDCD7;HNRNPR;WDR83;CWC27;EFTUD2;RBM4;PUF60;PCF11;RBMX2;POLR2B;U2AF2;TRA2B;CWC22;ZMAT5;DHX16;POLR2F;RALY;POLR2I;SF3B1;CTNNBL1;POLR2K;POLR2L;ZRSR2;CPSF4;FUS;NCBP2;NONO;ZCRB1;PLRG1;MAGOHB;GTF2F1;WBP11;NUDT21;HNRNPK;HNRNPH1;SYF2;SNRNP27;SNRPA1;HNRNPC;HNRNPH3;GEMIN7;SNRPF;CACTIN;SNRNP200;SNRPA;SNRPB;SRSF9
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	54/314	3.136426e-10	8.779753e-08	0	0	2.896811e+00	6.339024e+01	RPL4;MRPS15;RPL3;MRPS16;RPLP0;MRPL36;MRPL34;PWP1;RPL6;MRPL32;PTMS;MRPL41;EEF1B2;RPS4X;RPL18A;RPL36;MRPL9;RPS13;RPS12;RPL21;RPS8;PABPC4;MRPS18A;RPSA;RPS3A;MLF1;MRPL51;MED20;RPL27;RPL26;RHNO1;SET;MRPS36;RPL36A;MRPL55;RPS15A;POLR2B;ORC3;RPS3;POLR2F;RPS2;RPS27A;POLR2I;RPL17;POLR2K;POLR2L;TREX1;MRPL28;RPS26;COPS5;TNIP1;RPL27A;RPA3;RPS24
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	27/113	7.857849e-09	2.052994e-06	0	0	4.331577e+00	8.083482e+01	RPL4;SMG1;RPL3;RPLP0;RPL36A;RPL6;RPS4X;RPS15A;RPL18A;RPL36;RPS3;RPS2;RPS27A;RPL17;RPS13;RPS12;RPL21;RPS8;NCBP2;RPSA;RPS3A;MAGOHB;RPS26;RPL27A;RPL27;RPL26;RPS24
