Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	76/184	3.244549e-40	1.116125e-37	0	0	1.006432e+01	9.151128e+02	FCN1;CDA;GPI;SERPINA1;TMEM179B;GMFG;CTSZ;ITGB2;TCIRG1;CTSS;LGALS3;HK3;PSMD7;FTH1;LAMP2;COTL1;ITGAX;CTSH;OSTF1;RAC1;GUSB;GYG1;CTSD;CTSB;ACTR2;DBNL;FCER1G;DYNLT1;CD300A;SLC11A1;GAA;PGAM1;ATP6AP2;COMMD3;DYNLL1;RHOA;SERPINB6;PSMA5;DYNC1LI1;DOK3;PKM;BIN2;CSNK2B;CAT;PLEKHO2;ALDOA;CFD;CSTB;ASAH1;PSMD11;PSMD13;GSTP1;MVP;FGL2;FPR1;GNS;LILRA3;CST3;PSMB7;COMMD9;PRDX4;ALOX5;PSMB1;MAPK1;NCKAP1L;LTA4H;CD55;ARPC5;LILRB2;PFKL;PSMC3;IMPDH1;PSMC2;MNDA;YPEL5;HSPA1A
GO_Cellular_Component_2021	ficolin-1-rich granule lumen (GO:1904813)	54/123	1.558783e-30	2.681106e-28	0	0	1.102902e+01	7.569618e+02	FCN1;CDA;GPI;SERPINA1;GMFG;CTSZ;CTSS;HK3;PSMD7;FTH1;COTL1;CTSH;OSTF1;GUSB;GYG1;CTSD;CTSB;ACTR2;DBNL;DYNLT1;PGAM1;COMMD3;PSMA5;PKM;BIN2;CSNK2B;CAT;PLEKHO2;ALDOA;CFD;CSTB;ASAH1;PSMD11;PSMD13;GSTP1;MVP;FGL2;GNS;CST3;PSMB7;COMMD9;PRDX4;ALOX5;PSMB1;MAPK1;LTA4H;ARPC5;PFKL;PSMC3;IMPDH1;PSMC2;MNDA;YPEL5;HSPA1A
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	86/316	1.648388e-29	1.890151e-27	0	0	5.353795e+00	3.548236e+02	FCN1;CDA;GPI;SERPINA1;GMFG;CTSZ;GDI2;PYCARD;HK3;PSMD7;TMSB4X;COTL1;CTSH;TIMP1;OSTF1;ACAA1;GUSB;CTSD;GYG1;CTSC;CAP1;SRGN;ACTR2;SERPINB1;DBNL;ANXA2;DYNLT1;PGAM1;TUBB;RNASET2;PRKCD;OSCAR;PSMA5;FGR;PKM;BIN2;NPC2;CSNK2B;CAT;ALDOA;DOCK2;S100A9;S100A8;FTL;CFD;CSTB;GRN;PDXK;PSMD11;TEX264;PSMD13;GSTP1;MVP;RETN;CFP;GNS;PLAC8;PSMB7;SDCBP;COMMD9;PRDX4;DPP7;ALOX5;PSMB1;MAPK1;S100A11;CTSA;TGFB1;TRAPPC1;GCA;FUCA2;ARPC5;LYZ;TUBB4B;PRDX6;CPPED1;ERP44;PFKL;PSMC3;IMPDH1;TOLLIP;PSMC2;MAGED2;MNDA;PTPN6;FERMT3
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	79/274	4.884946e-29	4.201054e-27	0	0	5.780289e+00	3.768102e+02	SLC44A2;TMEM179B;ITGB2;SNAP23;TCIRG1;ITGAL;SIRPB1;LGALS3;STK10;GLIPR1;LAMP2;C3AR1;ITGAX;RAC1;SNAP29;CD33;FCER1G;CD300A;SLC11A1;GAA;APLP2;ATP6AP2;HLA-B;RHOG;PLAUR;CYBB;NDUFC2;CYBA;RHOF;TMC6;KCNAB2;DYNLL1;TNFRSF1B;RHOA;CKAP4;SERPINB6;CEACAM3;VAMP8;DYNC1LI1;DOK3;RAB31;TYROBP;DNAJC5;CD47;CD44;RAB7A;CD63;RAB5C;CLEC12A;BRI3;C5AR1;FPR1;IQGAP1;PSEN1;SRI;LILRA3;AGPAT2;RAP1B;RAP1A;ALDH3B1;PSAP;RAB24;NCKAP1L;CD55;LAIR1;CMTM6;LILRB2;LILRB3;BST2;RAB10;TSPAN14;PTPRC;FCGR2A;VAPA;P2RX1;RAB18;CYSTM1;LAMTOR2;CD68
GO_Cellular_Component_2021	azurophil granule (GO:0042582)	54/155	1.301795e-24	8.956348e-23	0	0	7.521685e+00	4.136799e+02	TMEM179B;GDI2;SNAP23;PYCARD;GLIPR1;LAMP2;C3AR1;GUSB;SNAP29;CTSC;CAP1;ACTR2;ANXA2;GAA;RNASET2;TUBB;PRKCD;STX7;NDUFC2;CKAP4;VAMP8;NPC2;DNAJC5;FTL;CD63;GRN;RAB5C;BRI3;STXBP2;FPR1;PSEN1;RETN;GNS;PLAC8;RAP1B;SDCBP;DPP7;PSAP;MAPK1;CTSA;TRAPPC1;GCA;FUCA2;CMTM6;LYZ;TUBB4B;PRDX6;CPPED1;BST2;VAPA;IMPDH1;TOLLIP;MNDA;CD68
GO_Cellular_Component_2021	tertiary granule (GO:0070820)	53/164	1.989838e-22	1.140841e-20	0	0	6.708595e+00	3.352206e+02	CDA;TMEM179B;ITGB2;SNAP23;TCIRG1;CTSS;LGALS3;FTH1;LAMP2;ITGAX;CTSH;RAC1;CTSD;CD33;DBNL;FCER1G;CD300A;SLC11A1;GAA;STX7;ATP6AP2;CYBB;CYBA;KCNAB2;TMC6;DYNLL1;RHOA;OSCAR;SERPINB6;VAMP8;DYNC1LI1;DOK3;CD47;ALDOA;CSTB;ASAH1;CLEC12A;STXBP2;FPR1;CFP;LILRA3;CST3;NCKAP1L;LTA4H;CD55;LAIR1;LILRB2;LYZ;TSPAN14;CYSTM1;LAMTOR2;PTPN6;YPEL5
GO_Cellular_Component_2021	cytoplasmic vesicle lumen (GO:0060205)	43/115	2.971993e-21	1.460522e-19	0	0	8.345371e+00	3.944444e+02	FCN1;CFD;CDA;GPI;CSTB;PDXK;PSMD11;PSMD13;GMFG;GSTP1;MVP;GDI2;PYCARD;HK3;PSMB7;PSMD7;COMMD9;PRDX4;ALOX5;PSMB1;COTL1;CTSH;OSTF1;GYG1;S100A11;SERPINB1;DBNL;DYNLT1;PGAM1;ARPC5;FGR;PSMA5;PFKL;PKM;BIN2;PSMC3;IMPDH1;CSNK2B;CAT;PSMC2;ALDOA;S100A9;S100A8
GO_Cellular_Component_2021	lysosomal membrane (GO:0005765)	75/330	1.034925e-20	4.450176e-19	0	0	4.169844e+00	1.918853e+02	IFITM3;SCARB2;IFITM1;IFITM2;RNF13;SLC44A2;TMEM179B;SPPL2A;CLTA;AP2A1;ARRB1;TCIRG1;SLC2A6;GLIPR1;LAPTM4A;LAMP2;AP1S2;C3AR1;VPS35;ATP6V1E1;CTSD;SNAP29;HLA-DPA1;RAB2A;ATP6V0B;SEC13;ATP6V0E1;ANXA2;GAA;STX7;ATP6AP2;NDUFC2;CKAP4;VAMP8;DNAJC5;ATP6V1B2;CDIP1;ATP6V0D1;RAB7A;CD63;GRN;RAB5C;AHNAK;LRP1;BRI3;FPR1;GNAI3;PSEN1;RAP1B;HLA-DMA;BLOC1S1;PSAP;AP2S1;SLC15A3;HLA-DQA1;CTSA;CD74;HLA-DRB5;CMTM6;LAPTM5;MCOLN1;GPR137B;WDR11;BST2;VAPA;RHEB;GNB2;GNB1;HLA-DPB1;HLA-DRA;LAMTOR2;CD68;LAMTOR4;HLA-DRB1;LAMTOR5
GO_Cellular_Component_2021	mitochondrial membrane (GO:0031966)	91/469	7.098788e-20	2.713315e-18	0	0	3.432624e+00	1.513505e+02	IFI27L2;SLC25A3;COX7B;NDUFA13;MRPS16;NDUFA11;NDUFA12;MRPS11;COX6A1;PHB2;TOMM22;MRPL41;LGALS3;MRPL40;TSPO;TIMM17B;UQCRFS1;CHCHD1;COX8A;RSAD2;STARD7;MRPS22;NDUFC2;NDUFC1;MRPL48;SDHD;SDHB;MRPL44;MRPS18C;COX6B1;MRPL52;RAB32;HADHA;MRPL53;RNF144B;OXA1L;COX7A2L;MRPL51;NDUFS6;NDUFS4;UQCRC1;NDUFS3;VDAC1;UQCRC2;SLC25A5;SLC25A6;DAP3;NDUFB7;UQCRB;NDUFB6;BCL2A1;NDUFB5;MRPL18;NDUFB4;MRPL19;NDUFB3;NDUFB2;IFI6;NDUFB1;MRPL15;UQCR10;PSEN1;MRPL12;COX5B;COX5A;MRPL54;SAMM50;UBC;PMAIP1;CYC1;NDUFV3;BID;NDUFV2;MCL1;TIMMDC1;NDUFA6;NDUFA4;MX2;NDUFA2;MX1;MRPL27;NDUFA1;MRPL23;MRPL21;MRPL22;COQ2;UQCRQ;NDUFAB1;NDUFAF3;BAX;KRAS
GO_Cellular_Component_2021	mitochondrial inner membrane (GO:0005743)	73/328	1.226869e-19	4.220430e-18	0	0	4.052394e+00	1.764601e+02	COX7B;NDUFA13;SLC25A3;MRPS16;NDUFA11;NDUFA12;MRPS11;COX6A1;PHB2;MRPL41;LGALS3;MRPL40;TIMM17B;UQCRFS1;CHCHD1;COX8A;RSAD2;MRPS22;NDUFC2;NDUFC1;MRPL48;SDHD;SDHB;MRPS18C;MRPL44;COX6B1;MRPL52;HADHA;MRPL53;COX7A2L;MRPL51;NDUFS6;NDUFS4;UQCRC1;NDUFS3;UQCRC2;SLC25A5;DAP3;SLC25A6;NDUFB7;UQCRB;NDUFB6;NDUFB5;MRPL18;NDUFB4;MRPL19;NDUFB3;IFI6;NDUFB2;NDUFB1;MRPL15;UQCR10;PSEN1;MRPL12;COX5B;COX5A;MRPL54;CYC1;NDUFV3;NDUFV2;TIMMDC1;NDUFA6;NDUFA4;NDUFA2;MRPL27;NDUFA1;MRPL23;MRPL21;MRPL22;COQ2;UQCRQ;NDUFAB1;NDUFAF3
