Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	59/274	2.016816e-15	7.119362e-13	0	0	3.851482e+00	1.303236e+02	SIGLEC9;SLC44A2;TMEM179B;LPCAT1;TCIRG1;ITGAL;SIRPB1;STK10;GLIPR1;FCGR3B;TBC1D10C;SNAP29;CD53;FCER1G;CD300A;SLC11A1;GAA;APLP2;ATP6AP2;HLA-B;RHOG;PLAUR;ADAM10;CYBB;CYBA;KCNAB2;TNFRSF1B;SERPINB6;DOK3;TYROBP;CD47;CD44;VAMP2;RAB5C;TMED10;BRI3;COPB1;PTAFR;C5AR1;SRI;IQGAP2;LILRA3;PSAP;RAB24;ATP6V1D;LAIR1;CMTM6;LILRB2;LILRB3;IGF2R;TSPAN14;PTPRC;VAPA;P2RX1;RAB18;CYSTM1;LAMTOR2;CD68;CYB561
GO_Cellular_Component_2021	mitochondrial inner membrane (GO:0005743)	65/328	5.343212e-15	9.430769e-13	0	0	3.475594e+00	1.142183e+02	MRPS15;ACADVL;SLC25A3;MRPS16;NDUFA12;MRPS11;MRPL38;COX7C;CLU;MRPL40;PMPCB;UQCRFS1;CHCHD1;COX8A;MRPS26;ACAD9;MRPS18B;MRPS2;NME4;NDUFC1;MRPL48;MRPS18C;MRPL44;COX6B1;HADHB;MRPL53;SMDT1;NOA1;SLC25A19;NDUFS3;MICU1;DAP3;SLC25A6;NDUFB7;NDUFB6;SHMT2;NDUFB5;MRPS33;MRPL19;MRPS34;IFI6;OMA1;UQCR10;COX5B;HIGD1A;COX5A;MRPL10;UQCRH;NDUFV2;DNAJC19;TRAP1;TIMMDC1;NDUFA6;NDUFA5;UQCC2;NDUFA4;NDUFA3;NDUFA1;MRPL23;MRPL24;MRPL21;COQ5;NDUFAF6;UQCRQ;NDUFAB1
GO_Cellular_Component_2021	mitochondrial membrane (GO:0031966)	80/469	2.531641e-14	2.978897e-12	0	0	2.905621e+00	9.096722e+01	SLC25A3;MRPS15;ACADVL;MRPS16;NDUFA12;MRPS11;MRPL38;CLU;COX7C;TOMM20;HK2;MRPL40;TSPO;PMPCB;UQCRFS1;CHCHD1;COX8A;MRPS26;STARD7;ACSL1;ACAD9;MRPS18B;MRPS2;NDUFC1;NME4;MRPL48;MRPL44;MRPS18C;COX6B1;DNM2;HADHB;MRPL53;GNPAT;RNF144B;SMDT1;SLC25A19;VDAC3;NDUFS3;MICU1;SLC25A6;DAP3;NDUFB7;NDUFB6;BCL2A1;SHMT2;NDUFB5;MRPS33;MRPL19;MRPS34;IFI6;OMA1;UQCR10;COX5B;HIGD1A;COX5A;MRPL10;UQCRH;SAMM50;UBC;PMAIP1;BID;NDUFV2;DNAJC19;TRAP1;TIMMDC1;NDUFA6;NDUFA5;NDUFA4;MTX2;UQCC2;NDUFA3;NDUFA1;MRPL23;MRPL24;MYO19;MRPL21;COQ5;NDUFAF6;UQCRQ;NDUFAB1
GO_Cellular_Component_2021	lysosome (GO:0005764)	80/477	6.507490e-14	5.742860e-12	0	0	2.845821e+00	8.640833e+01	IFITM3;IFITM1;IFITM2;RNF13;CPQ;SLC44A2;SPPL2A;ARRB1;TCIRG1;IFI30;LIPA;USE1;CTSS;FLCN;CTSL;ANKFY1;ACP2;CTSD;CTSC;HLA-DPA1;CTSB;RAB2A;NSF;SRGN;HSP90AA1;ATP6V0E1;ANXA2;DTX3L;RNASET2;SLC11A1;GAA;PRKCD;ATP6AP2;HLA-F;HCK;RRAGA;LMBRD1;RRAGC;NPC2;HGS;NAAA;ATP6V0D1;ATP6V1A;ASAH1;SEH1L;RAB5C;AHNAK;LRP1;UNC93B1;STXBP2;GNAI3;BCL10;NAPG;TMEM165;GGA3;BLOC1S1;PSAP;RDH14;SLC15A3;DRAM2;RFFL;ATP6V1D;HSPA8;HPS1;LAPTM5;HPS4;AP3D1;GZMB;MCOLN1;RHEB;SNX14;VMA21;LAMTOR2;TPP1;LAMTOR4;CD68;CYB561;ADA;HLA-DRB1;LAMTOR5
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	43/184	7.040958e-13	4.610051e-11	0	0	4.245621e+00	1.188004e+02	CFD;CDA;CSTB;ASAH1;PSMD11;HSP90AB1;SERPINA1;TMEM179B;GMFG;COPB1;MVP;FGL2;TCIRG1;LILRA3;CTSS;CST3;PSMB7;PSMD6;ACTR1B;FTH1;COTL1;TBC1D10C;MAPK1;OSTF1;LTA4H;CTSD;CTSB;HSPA8;HSP90AA1;DBNL;FCER1G;CD300A;SLC11A1;GAA;ATP6AP2;ARPC5;LILRB2;SERPINB6;DOK3;BIN2;CSNK2B;PSMC2;PLEKHO2
GO_Cellular_Component_2021	organelle inner membrane (GO:0019866)	63/346	7.835781e-13	4.610051e-11	0	0	3.122394e+00	8.703645e+01	MRPS15;SLC25A3;MRPS16;NDUFA12;MRPS11;MRPL38;COX7C;CLU;MRPL40;PMPCB;UQCRFS1;CHCHD1;COX8A;MRPS26;ACAD9;MRPS18B;MRPS2;NME4;NDUFC1;MRPL48;MRPS18C;MRPL44;COX6B1;HADHB;MRPL53;SMDT1;SLC25A19;NDUFS3;MICU1;DAP3;SLC25A6;NDUFB7;NDUFB6;SHMT2;NDUFB5;MRPS33;MRPL19;MRPS34;IFI6;OMA1;UQCR10;COX5B;HIGD1A;COX5A;MRPL10;UQCRH;NDUFV2;DNAJC19;TRAP1;TIMMDC1;NDUFA6;NDUFA5;UQCC2;NDUFA4;NDUFA3;NDUFA1;MRPL23;MRPL24;MRPL21;COQ5;NDUFAF6;UQCRQ;NDUFAB1
GO_Cellular_Component_2021	tertiary granule (GO:0070820)	38/164	2.002016e-11	1.009588e-09	0	0	4.186249e+00	1.031252e+02	CDA;CSTB;ASAH1;STXBP3;TMEM179B;COPB1;STXBP2;PTAFR;TCIRG1;CFP;LILRA3;CTSS;CST3;FTH1;TBC1D10C;LTA4H;CTSD;LAIR1;CD53;DBNL;FCER1G;CD300A;SLC11A1;GAA;ATP6AP2;ADAM10;CYBB;CYBA;PPBP;KCNAB2;LILRB2;SERPINB6;TSPAN14;DOK3;CYSTM1;LAMTOR2;PTPN6;CD47
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	55/316	1.347902e-10	5.947619e-09	0	0	2.941224e+00	6.684609e+01	CDA;SERPINA1;HSP90AB1;GMFG;GDI2;CLU;PYCARD;PSMD6;ACTR1B;TMSB4X;COTL1;TIMP1;OSTF1;CTSD;CTSC;CAP1;SRGN;HSP90AA1;DBNL;ANXA2;TUBB;RNASET2;PRKCD;FGR;BIN2;NPC2;CSNK2B;SERPING1;FTL;CFD;CSTB;PDXK;PSMD11;ROCK1;MVP;RETN;CFP;PLAC8;PSMB7;SDCBP;DPP7;MAPK1;S100A11;VAT1;HSPA8;TGFB1;PTGES2;PA2G4;PPBP;ARPC5;CPPED1;TOLLIP;PSMC2;PTPN6;PF4
GO_Cellular_Component_2021	lysosomal membrane (GO:0005765)	56/330	2.485362e-10	9.748142e-09	0	0	2.852766e+00	6.309015e+01	IFITM3;IFITM1;IFITM2;RNF13;SLC44A2;TMEM179B;SPPL2A;LPCAT1;AP2A1;ARRB1;TCIRG1;FLCN;GLIPR1;ANKFY1;CTSD;SNAP29;HLA-DPA1;NSF;RAB2A;ATP6V0E1;ANXA2;GAA;ATP6AP2;HLA-F;RRAGA;LMBRD1;CDIP1;ATP6V0D1;ATP6V1A;SEH1L;RAB5C;AHNAK;LRP1;BRI3;GNAI3;NAPG;TMEM165;BLOC1S1;PSAP;RDH14;SLC15A3;ATP6V1D;HSPA8;CMTM6;AP3D1;LAPTM5;HPS4;MCOLN1;VAPA;RHEB;LAMTOR2;CD68;LAMTOR4;CYB561;HLA-DRB1;LAMTOR5
GO_Cellular_Component_2021	ficolin-1-rich granule lumen (GO:1904813)	30/123	6.901845e-10	2.436351e-08	0	0	4.458878e+00	9.405584e+01	CFD;CDA;CSTB;ASAH1;PSMD11;HSP90AB1;SERPINA1;GMFG;MVP;FGL2;CTSS;CST3;PSMB7;PSMD6;ACTR1B;FTH1;COTL1;MAPK1;OSTF1;LTA4H;CTSD;CTSB;HSPA8;HSP90AA1;DBNL;ARPC5;BIN2;CSNK2B;PSMC2;PLEKHO2
