Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	RNA binding (GO:0003723)	234/1406	2.787319e-39	1.981784e-36	0	0	3.065472e+00	2.721396e+02	EIF4A2;TES;RPL3;POP4;RTCB;HNRNPR;ENO1;GPATCH8;UBE2L3;RPL7;TIAL1;PSMD4;SNRPD2;ABT1;RPL21;IMP3;NGDN;CIRBP;HLA-A;SRRM1;SUB1;GRWD1;PFN1;EZR;DUS3L;SLBP;ANP32A;PRKRIP1;NMD3;ZC3HAV1;RTF1;TXN;HNRNPLL;MRPL10;FXR1;PRDX1;DHX36;RRS1;LYAR;APOBEC3C;PRPF38B;JUN;XRCC6;PRPF38A;APOBEC3G;XRCC5;APOBEC3H;MRPL28;PRRC2C;PA2G4;MAGOHB;PRRC2B;MANF;RPS26;HNRNPM;EIF5;HNRNPK;RPL27A;HNRNPF;RNPS1;CALR;HNRNPC;ARF1;RPLP0;SRP54;MRPL32;WDR43;MECP2;PCF11;TMSB4X;C1QBP;DHX15;ANXA7;SEC61B;ANXA2;PRMT1;PPHLN1;MRPS7;SRP9;MRPL43;UCHL5;GNL3;WDR33;PSMA1;HNRNPH1;PTRH1;STRAP;ARHGEF1;HNRNPH3;MAPRE1;SF3B4;AHNAK;SRRT;MRPS31;NOL7;RPS27L;MRPS30;RPS15A;RPS3;FLNA;RPS27A;RPL17;SRSF11;EXOSC1;TSNAX;DYNC1H1;CDKN2A;MCRS1;RSRC2;SRP68;TUBB4B;APTX;KTN1;NUDT21;SERBP1;HNRNPA2B1;RPL22L1;SRP19;ACAA2;PEBP1;NUCKS1;MSI2;PARK7;SRP14;BZW1;CWC22;ZBP1;PDIA3;PNISR;PCID2;SUPT16H;RPS7;DIMT1;ANXA11;RPSA;WBP11;GTF2F1;ILF2;TUFM;EBNA1BP2;HNRNPUL1;RPL7L1;SRSF2;SRSF3;SRSF4;S100A4;ERH;SNRPF;SNRNP200;PPIB;SRSF7;PPIA;KPNB1;SNRPA;SNRPB;DDX6;DDX5;VCP;RPS19BP1;CORO1A;ZFP36L2;HSP90B1;RNASEH1;HNRNPDL;TPR;UBC;BRIX1;HSPA9;FDPS;CPSF4;HSPA8;UBE2I;FUS;TBCA;EIF2S1;ANKHD1;DIAPH1;SON;CAPRIN1;PIN4;ISY1;DIDO1;RBM25;HSP90AB1;CELF2;CCDC47;HMGB1;SYNE1;OASL;MRPL4;RBM3;RBM4;SNRNP70;MRPL9;RBM34;LBR;EIF5B;TSFM;HSP90AA1;GLRX3;ELAC2;RPS3A;TRNAU1AP;PATL2;SUPV3L1;DALRD3;MYH9;SNRPA1;SLC25A11;RBM22;DDX21;SLC3A2;JAKMIP1;PUF60;U2AF2;POLR2B;TRA2B;RALY;DCAF13;NOP56;RBM38;HNRNPA3;DUT;GPKOW;CCDC59;PDAP1;RPL23A;DEK;HSPE1;HNRNPAB;SNRNP40;P4HB;SSBP1;RAN
GO_Molecular_Function_2021	cadherin binding (GO:0045296)	52/322	6.338389e-09	2.253297e-06	0	0	2.680673e+00	5.060210e+01	TES;HSP90AB1;YWHAB;ENO1;PARK7;BZW1;CAPZB;BSG;RUVBL1;CLIC1;TBC1D10A;NCK1;UNC45A;NUDC;ANXA1;ANXA2;IST1;AHSA1;MYH9;TAGLN2;EZR;PFN1;CD46;MAPRE1;DBN1;DDX6;TXNDC9;AHNAK;SLC3A2;ZC3HAV1;PSMB6;CNN2;DNAJB1;LDHA;PUF60;PRDX1;FLNA;ARGLU1;SNX5;NOP56;HSPA8;HSPA5;RPL23A;KTN1;PPP1CA;EHD1;RPS26;EIF5;HNRNPK;SERBP1;PFKP;RAN
GO_Molecular_Function_2021	ubiquitin protein ligase binding (GO:0031625)	43/265	1.113604e-07	2.639241e-05	0	0	2.684729e+00	4.298383e+01	GSK3B;VCP;HSP90AB1;RNF34;HM13;DERL1;CXCR4;NEDD8;PTPN22;UBE2J2;UBE2L3;ACTG1;BAG5;CASP8;UBB;UBC;RIPK1;RPS27A;FBXO7;HSPA9;SMAD2;RNF20;GABARAPL2;HSPA8;DAXX;JUN;HSP90AA1;HSPA5;XRCC5;PYHIN1;TUBB;RPA2;UBE2G1;PA2G4;UBE2A;CUL4A;PSMA3;TXNIP;NDUFS2;TMBIM6;STUB1;CALR;OTUB1
GO_Molecular_Function_2021	ubiquitin-like protein ligase binding (GO:0044389)	44/282	2.502160e-07	4.447590e-05	0	0	2.562183e+00	3.894759e+01	GSK3B;VCP;PRR7;HSP90AB1;RNF34;HM13;DERL1;CXCR4;NEDD8;PTPN22;UBE2J2;UBE2L3;ACTG1;BAG5;CASP8;UBB;UBC;RIPK1;RPS27A;FBXO7;HSPA9;SMAD2;RNF20;GABARAPL2;HSPA8;DAXX;JUN;HSP90AA1;HSPA5;XRCC5;PYHIN1;TUBB;RPA2;UBE2G1;PA2G4;UBE2A;CUL4A;PSMA3;TXNIP;NDUFS2;TMBIM6;STUB1;CALR;OTUB1
GO_Molecular_Function_2021	MHC protein binding (GO:0042287)	11/28	1.091364e-06	1.551919e-04	0	0	8.855190e+00	1.215648e+02	LAG3;CD8B;CD81;FCRL6;CD8A;TUBB;DERL1;TAP1;PILRB;TUBB4B;HLA-E
GO_Molecular_Function_2021	MHC class I protein binding (GO:0042288)	8/17	6.636985e-06	7.864827e-04	0	0	1.214315e+01	1.447810e+02	CD8B;CD8A;TUBB;DERL1;TAP1;PILRB;TUBB4B;HLA-E
GO_Molecular_Function_2021	tau protein binding (GO:0048156)	12/40	9.456286e-06	9.604885e-04	0	0	5.865973e+00	6.786245e+01	PPP2CA;SMAD2;GSK3B;HSP90AA1;HSP90AB1;ROCK1;BAG2;BIN1;PIN1;FYN;STUB1;ACTB
GO_Molecular_Function_2021	NADH dehydrogenase (quinone) activity (GO:0050136)	11/35	1.356846e-05	1.071908e-03	0	0	6.270067e+00	7.027343e+01	NDUFB9;NDUFB7;NDUFA6;NDUFS8;NDUFB10;NDUFA5;NDUFA4;NDUFB4;NDUFB3;NDUFS2;NDUFV2
GO_Molecular_Function_2021	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	11/35	1.356846e-05	1.071908e-03	0	0	6.270067e+00	7.027343e+01	NDUFB9;NDUFB7;NDUFA6;NDUFS8;NDUFB10;NDUFA5;NDUFA4;NDUFB4;NDUFB3;NDUFS2;NDUFV2
GO_Molecular_Function_2021	mRNA binding (GO:0003729)	36/263	5.628956e-05	4.002187e-03	0	0	2.186052e+00	2.139052e+01	SLBP;DDX6;DDX5;RBM25;CELF2;HNRNPR;PARK7;HNRNPLL;RPL7;FXR1;RBM4;PCF11;SNRNP70;C1QBP;TRA2B;DHX36;TPR;RPS3;RNF20;RPS7;CIRBP;RPS3A;MRPS7;HNRNPAB;GNL3;RPS26;HNRNPM;NUDT21;CARHSP1;HNRNPK;HNRNPA2B1;SERBP1;RNPS1;SRSF4;CALR;HNRNPC
