Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	94/488	2.867419e-20	7.242377e-17	0	0	3.406799e+00	1.533001e+02	ARHGAP9;PYGB;GHDC;ITGAM;SLC44A2;GMFG;ITGB2;SNAP23;LPCAT1;SLC2A3;HMGB1;PSMD6;PSMD7;ACTR1B;LAMP1;TOM1;CPNE1;RAC1;CAPN1;OSTF1;B2M;GOLGA7;CTSD;CTSC;CAP1;CD53;CCT2;SERPINB1;HSP90AA1;MANBA;DBNL;FCER1G;NHLRC3;CD300A;PGAM1;ATP6AP2;HLA-B;NDUFC2;HLA-C;ARMC8;TMC6;IRAK4;DYNLL1;PSMA5;FGR;ACLY;VAMP7;TYROBP;BIN2;RAB37;CD47;ALDOA;DOCK2;PPIA;VAMP2;ARL8A;RAB7A;CD63;PSMD14;GSTP1;HVCN1;MVP;IQGAP2;PLAC8;RAP1B;CXCR1;PSMB1;NEU1;ORMDL3;MAPK1;STOM;LTA4H;CCT8;ATP6V1D;HMOX2;LAIR1;AP1M1;HSPA8;XRCC6;GSN;TRAPPC1;TMEM30A;XRCC5;CMTM6;PDAP1;ARPC5;BST2;VAPA;SELL;IMPDH2;RAB18;PTPN6;LAMTOR1;YPEL5
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	93/481	3.518279e-20	7.242377e-17	0	0	3.421126e+00	1.532450e+02	ARHGAP9;PYGB;GHDC;ITGAM;SLC44A2;GMFG;ITGB2;SNAP23;LPCAT1;SLC2A3;HMGB1;PSMD6;PSMD7;ACTR1B;LAMP1;TOM1;CPNE1;RAC1;CAPN1;OSTF1;B2M;GOLGA7;CTSD;CTSC;CAP1;CD53;CCT2;SERPINB1;HSP90AA1;MANBA;DBNL;FCER1G;NHLRC3;CD300A;PGAM1;ATP6AP2;HLA-B;NDUFC2;HLA-C;ARMC8;TMC6;DYNLL1;PSMA5;FGR;ACLY;VAMP7;TYROBP;BIN2;RAB37;CD47;ALDOA;DOCK2;PPIA;VAMP2;ARL8A;RAB7A;CD63;PSMD14;GSTP1;HVCN1;MVP;IQGAP2;PLAC8;RAP1B;CXCR1;PSMB1;NEU1;ORMDL3;MAPK1;STOM;LTA4H;CCT8;ATP6V1D;HMOX2;LAIR1;AP1M1;HSPA8;XRCC6;GSN;TRAPPC1;TMEM30A;XRCC5;CMTM6;PDAP1;ARPC5;BST2;VAPA;SELL;IMPDH2;RAB18;PTPN6;LAMTOR1;YPEL5
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	93/485	6.333415e-20	8.691557e-17	0	0	3.385474e+00	1.496578e+02	ARHGAP9;PYGB;GHDC;ITGAM;SLC44A2;GMFG;ITGB2;SNAP23;LPCAT1;SLC2A3;HMGB1;PSMD6;PSMD7;ACTR1B;LAMP1;TOM1;CPNE1;RAC1;CAPN1;OSTF1;B2M;GOLGA7;CTSD;CTSC;CAP1;CD53;CCT2;SERPINB1;HSP90AA1;MANBA;DBNL;FCER1G;NHLRC3;CD300A;PGAM1;ATP6AP2;HLA-B;NDUFC2;HLA-C;ARMC8;TMC6;DYNLL1;PSMA5;FGR;ACLY;VAMP7;TYROBP;BIN2;RAB37;CD47;ALDOA;DOCK2;PPIA;VAMP2;ARL8A;RAB7A;CD63;PSMD14;GSTP1;HVCN1;MVP;IQGAP2;PLAC8;RAP1B;CXCR1;PSMB1;NEU1;ORMDL3;MAPK1;STOM;LTA4H;CCT8;ATP6V1D;HMOX2;LAIR1;AP1M1;HSPA8;XRCC6;GSN;TRAPPC1;TMEM30A;XRCC5;CMTM6;PDAP1;ARPC5;BST2;VAPA;SELL;IMPDH2;RAB18;PTPN6;LAMTOR1;YPEL5
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	52/251	4.721578e-13	4.859684e-10	0	0	3.651160e+00	1.036252e+02	HNRNPU;ELAVL1;PQBP1;PNN;SYNCRIP;UBL5;SART1;SNRPD1;SNRNP70;MAGOH;SNRNP35;TXNL4A;BCAS2;RBM5;SRRM2;DDX39A;SYF2;FRG1;SNRPG;SRSF3;GEMIN6;SNRPE;SRSF4;SNRPA1;SNRNP25;SNRPF;SF3B4;SF3B5;DDX5;SF3B3;SRSF1;PRPF8;ZMAT2;PCBP2;RALY;RBM10;SRSF11;POLR2L;SF3A3;HSPA8;HNRNPA3;PRPF38A;LSM4;LSM2;HNRNPL;HNRNPM;HNRNPK;SNW1;LSM6;HNRNPF;HNRNPA2B1;HNRNPD
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	93/621	6.116458e-13	5.036292e-10	0	0	2.494714e+00	7.015790e+01	IFITM1;ITGAM;IFITM2;TRADD;ITGB2;SLA;IRS2;FASLG;ICAM1;PSMD8;PSMD9;PSMD6;PSMD7;IL18RAP;CFL1;MAP3K8;TRIM26;B2M;TRIM22;JAK1;SKP1;EIF5A;HSP90AA1;ANXA1;FCER1G;IL4R;TNFRSF18;HLA-B;HLA-C;HLA-A;TYK2;IRAK4;COMMD7;YWHAZ;HLA-E;PSMA5;PSMA6;PSMA1;IFNG;OAS1;OAS2;TCP1;PSME1;XCL2;IRF7;PSME2;XCL1;SNRPA1;LCP1;SQSTM1;PPIA;IRF9;BIRC3;SP100;CEBPD;PSMD14;IFI6;IL2RG;SAMHD1;PSMA7;RELA;PSMB10;RAP1B;SOCS2;SOCS1;PSMB2;IRAK1;UBB;IRAK2;INPP5D;PSMB1;CCL4;CCL3;PTK2B;STAT6;STX4;NCAM1;IL12RB1;HSPA8;TGFB1;STAT3;MSN;ISG15;PSMB8;BST2;PSMC4;HNRNPF;IL2RB;HNRNPA2B1;BCL2;PTPN6;GRB2;P4HB
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	42/179	1.128378e-12	7.742552e-10	0	0	4.265674e+00	1.173497e+02	DENND1B;IFITM1;SPPL2A;ITGB2;ICAM2;ICAM3;SAMHD1;KIR2DL3;ICAM1;SPN;FCGR3A;SLAMF6;ITGB7;KLRC1;B2M;LAIR1;MICA;LYN;CD96;ITGA4;CD300A;CD160;SH2D1A;HLA-B;SH2D1B;HLA-C;KIR3DL1;HLA-A;KIR3DL2;HLA-E;FGR;NCR1;NCR3;TYROBP;SELL;KLRF1;IRF7;KLRD1;CD247;HCST;SIGLEC7;BIRC3
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	54/274	1.380375e-12	8.118578e-10	0	0	3.430959e+00	9.369491e+01	HNRNPU;ELAVL1;PQBP1;PNN;SYNCRIP;UBL5;SART1;SNRPD1;SNRNP70;MAGOH;SNRNP35;TXNL4A;BCAS2;RBM5;DDX17;SRRM2;DDX39A;SYF2;FRG1;SNRPG;STRAP;SRSF3;GEMIN6;SNRPE;SRSF4;SNRPA1;SNRNP25;SNRPF;SF3B4;SF3B5;DDX5;SF3B3;SRSF1;PRPF8;ZMAT2;PCBP2;RALY;RBM10;SRSF11;POLR2L;SF3A3;HSPA8;HNRNPA3;PRPF38A;LSM4;LSM2;HNRNPL;HNRNPM;HNRNPK;SNW1;LSM6;HNRNPF;HNRNPA2B1;HNRNPD
GO_Biological_Process_2021	mRNA processing (GO:0006397)	57/300	1.606357e-12	8.266712e-10	0	0	3.282165e+00	8.913394e+01	HNRNPU;ELAVL1;PQBP1;PNN;SYNCRIP;UBL5;SART1;SNRPD1;SNRNP70;MAGOH;SNRNP35;TXNL4A;CMTR2;BCAS2;RBM5;SRRM2;DDX39A;SYF2;FRG1;SNRPG;SRSF3;GEMIN6;SNRPE;SRSF4;SNRPA1;SNRNP25;SNRPF;AURKAIP1;SF3B4;SF3B5;DDX5;SF3B3;SRSF1;SUPT4H1;PRPF8;ZMAT2;PCBP2;RALY;RBM10;SRSF11;POLR2L;SF3A3;HSPA8;CHTOP;HNRNPA3;PRPF38A;LSM4;LSM2;HNRNPL;HNRNPM;HNRNPK;SNW1;LSM6;ERCC3;HNRNPF;HNRNPA2B1;HNRNPD
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	26/78	4.671446e-12	2.136927e-09	0	0	6.905948e+00	1.801731e+02	PSMD14;SNAP23;PSMA7;PSMB10;PSMD8;PSMD9;PSMD6;PSMD7;PSMB2;PSMB1;B2M;PDIA3;FCER1G;HLA-B;HLA-C;LNPEP;HLA-A;PSMB8;HLA-E;TAPBP;PSMA5;PSMA6;PSMA1;PSMC4;PSME1;PSME2
GO_Biological_Process_2021	regulation of mRNA catabolic process (GO:0061013)	32/122	2.409266e-11	9.918947e-09	0	0	4.922811e+00	1.203584e+02	SET;PSMD14;YWHAB;PRR5L;ELAVL1;PSMA7;PSMB10;PSMD8;PSMD9;PSMD6;PSMD7;EXOSC4;UBB;PSMB2;EXOSC9;PSMB1;TNPO1;EXOSC1;HSPA8;YTHDF2;YWHAZ;PSMB8;PSMA5;PSMA6;CNOT7;PSMA1;PSMC4;APEX1;SERBP1;PSME1;HNRNPD;PSME2
