Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	cell-substrate junction (GO:0030055)	70/394	1.432152e-13	3.462099e-11	0	0	3.039803e+00	8.990044e+01	ITGB1;SCARB2;ARF1;ARPC1B;TGFB1I1;ITGB3;FHL1;SNAP23;HSPB1;ILK;TRIOBP;ACTB;DCAF6;ACTG1;LASP1;YWHAQ;CFL1;DAG1;CAPN2;CAPN1;B2M;TNS1;KLF11;TPM4;ACTN1;AFAP1;REXO2;RHOA;ARMC5;CTTN;MYH9;TLN1;CD46;MAPRE2;VCL;PLEC;CD151;NEXN;CD99L2;CORO1C;SLC9A1;GNA13;PDLIM1;PACSIN2;FLNA;RSU1;CD99;CLASP1;PDLIM7;VASP;SVIL;GSN;JUP;MSN;ARPC5;PARVB;PTK2;RAB10;EHD3;DAB2;MARCKS;ARPC2;PTPRA;TRIP6;ZYX;CD9;HYOU1;SNTB1;FERMT3;LIMS1
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	69/387	1.798493e-13	3.462099e-11	0	0	3.051568e+00	8.955332e+01	ITGB1;SCARB2;ARF1;ARPC1B;TGFB1I1;ITGB3;FHL1;SNAP23;HSPB1;ILK;TRIOBP;ACTB;DCAF6;ACTG1;LASP1;YWHAQ;CFL1;DAG1;CAPN2;CAPN1;B2M;TNS1;KLF11;TPM4;ACTN1;AFAP1;REXO2;RHOA;ARMC5;CTTN;MYH9;TLN1;CD46;MAPRE2;VCL;PLEC;CD151;NEXN;CD99L2;CORO1C;SLC9A1;GNA13;PDLIM1;PACSIN2;FLNA;RSU1;CD99;CLASP1;PDLIM7;VASP;SVIL;GSN;JUP;MSN;ARPC5;PARVB;PTK2;RAB10;EHD3;DAB2;MARCKS;ARPC2;PTPRA;TRIP6;ZYX;CD9;HYOU1;SNTB1;LIMS1
GO_Cellular_Component_2021	platelet alpha granule (GO:0031091)	28/90	4.792090e-12	6.149849e-10	0	0	6.243557e+00	1.627324e+02	TOR4A;APP;SPARC;SERPINE2;ITGB3;ITGA2B;SERPINE1;F13A1;CLU;THBS1;CYB5R1;TMSB4X;TIMP1;LY6G6F;SNCA;SRGN;TGFB1;ACTN1;PPBP;GTPBP2;SYTL4;VAMP7;MMRN1;CD9;MAGED2;ALDOA;FERMT3;PF4
GO_Cellular_Component_2021	cytoskeleton (GO:0005856)	88/600	8.316107e-12	8.004253e-10	0	0	2.427014e+00	6.192000e+01	CLIC4;HIP1;ARPC1B;FHOD1;HSPB1;ARHGAP6;CLU;TRIOBP;ACTB;MYLK;ACTG1;TUBA1C;SAMD14;TUBA1B;CAPZB;CFL1;ARHGDIB;KIFAP3;CDK5RAP2;HSDL1;TPM4;TPM3;TMOD3;TPM1;AFAP1;RHOF;RHOC;ANK1;CKAP5;TUBA4A;RHOA;FRMD3;DNM3;PSRC1;CTTN;MAP7D1;MYH9;PKP4;TAX1BP3;ALDOA;GAPDH;MAPRE2;DBN1;VCL;PLEC;EPB41;USP10;KLHL17;NEXN;RHOBTB1;CORO1C;PDLIM1;ARHGAP21;KIF3B;CALD1;EPB41L3;FLNA;STOM;IGF2BP2;MARK4;PDLIM7;SNCA;VASP;SVIL;DMTN;GSN;JUP;PCIF1;CTNS;MYO5A;DSTN;KLHL22;MSN;ARPC5;CDC42BPB;PARVB;TUBB4B;PTK2;AGBL5;VIL1;MARCKS;MYO1C;ARPC2;TRIP6;CAPZA2;ZYX;MSRB1;TUBA8
GO_Cellular_Component_2021	actin cytoskeleton (GO:0015629)	54/316	3.990572e-10	3.072740e-08	0	0	2.874385e+00	6.220720e+01	CLIC4;WDR1;ARPC1B;ARHGAP6;ACTB;TRIOBP;MYLK;ACTG1;SAMD14;LASP1;CAPZB;PSTPIP2;CFL1;CAPN2;COTL1;DBNL;TPM4;TPM3;ACTN1;TPM1;AFAP1;CLDN5;CTTN;MYH9;TAX1BP3;ALDOA;DBN1;RHOQ;KLHL17;TWF2;NEXN;CORO1C;ARHGAP21;CALD1;FLNA;GAS2L1;PDLIM7;SNCA;VASP;SVIL;DMTN;GSN;MYO5A;DSTN;PARVB;ARPC5;VIL1;MARCKS;MYO1C;ARPC2;CAPZA2;ZYX;FERMT3;MSRB1
GO_Cellular_Component_2021	endosome membrane (GO:0010008)	52/325	8.754753e-09	5.617633e-07	0	0	2.650782e+00	4.918172e+01	SCARB2;ITGB1;CLTA;AP2A1;TCIRG1;SLA2;LAMP5;B2M;CTSD;RAB8A;AP2M1;STARD3NL;SPHK1;HLA-C;WIPI1;HLA-A;VPS37B;SLC39A14;HLA-E;RUFY1;VAMP7;RAB31;WDR81;TBC1D5;SLC9A9;TMBIM1;CHMP6;VPS28;CD63;CLCN3;TMEM163;RHOBTB1;CORO1C;SNX3;GGA3;IRAK1;UBB;UBC;AP2S1;PACSIN2;ATP9A;SNX6;MON2;RAB4A;SORT1;CMTM6;RAB11A;EHD3;ATP13A4;UBA1;LAMTOR1;CD68
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	49/316	6.443319e-08	3.299701e-06	0	0	2.549021e+00	4.220576e+01	APP;PYGB;SPARC;SERPINE1;FAF2;F13A1;PYGL;HMGB1;SRP14;CLU;TMSB4X;COTL1;TIMP1;GUSB;B2M;CTSD;CEP290;SRGN;DBNL;ACTN1;PRKCD;GTPBP2;PKM;MMRN1;ALDOA;VCL;FTL;TOR4A;VCP;CANT1;THBS1;CYB5R3;CTSA;GSN;TGFB1;TRAPPC1;JUP;PPBP;ARPC5;TUBB4B;PRDX6;DERA;TOLLIP;LCN2;MAGED2;ACTR10;GLA;FERMT3;PF4
GO_Cellular_Component_2021	platelet alpha granule lumen (GO:0031093)	19/67	6.856522e-08	3.299701e-06	0	0	5.440073e+00	8.973662e+01	SRGN;TOR4A;APP;SPARC;TGFB1;ACTN1;SERPINE1;F13A1;PPBP;GTPBP2;CLU;THBS1;MMRN1;TMSB4X;MAGED2;TIMP1;ALDOA;FERMT3;PF4
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	43/274	2.899909e-07	1.240516e-05	0	0	2.578867e+00	3.882077e+01	CD63;SPARC;SLC44A2;ITGB3;ITGA2B;SNAP23;PTPRJ;TCIRG1;ITGAL;ACRBP;RAP1B;CYB5R1;PGRMC1;ORMDL3;ITGAX;ANXA7;STOM;ATP6V1D;LY6G6F;SNCA;SIGLEC14;SLC30A5;CMTM6;HLA-C;RAB27B;ANO6;RHOF;DYNLL1;SYTL4;SVIP;RHOA;CEACAM3;RAB10;DIAPH1;VAMP7;RAB31;VAPA;RAB37;P2RX1;TMBIM1;CD9;LAMTOR1;CD68
GO_Cellular_Component_2021	cytoplasmic vesicle membrane (GO:0030659)	51/380	3.158947e-06	1.216195e-04	0	0	2.149074e+00	2.721861e+01	SCARB2;ITGB1;C2CD5;AP2A1;ARRB1;TCIRG1;SLA2;SPPL3;LAMP5;ITGAX;CTSD;AP2M1;SLC30A5;AP1B1;HLA-C;WIPI1;RHOF;VPS37B;RHOA;VAMP7;RAB31;TBC1D5;TMBIM1;CHMP6;VPS28;RHOQ;CD63;CLCN3;RHOBTB1;CORO1C;SNX3;GGA3;IRAK1;UBB;ORMDL3;UBC;AP2S1;SNX9;RAB4A;TOR1A;SORT1;PTCH1;SVIP;RAB11A;RAB10;DIAPH1;EHD3;P2RX1;CD9;UBA1;ITM2B
