Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	107/488	9.825924e-28	4.061054e-24	0	0	4.054404e+00	2.521327e+02	FCN1;CDA;RAB3D;APEH;PYCARD;LGALS3;PSMD7;PNP;FTH1;C3AR1;COTL1;PSMD1;SIRPA;CAPN1;GOLGA7;CD93;SLC11A1;CYBA;RNASE2;OSCAR;TYROBP;CRISPLD2;S100A9;ARL8A;S100A8;FTL;CFD;BRI3;PSMD13;FPR1;MGST1;A1BG;IQGAP1;CFP;GNS;PSAP;NEU1;S100A12;LTA4H;CD14;S100A11;ATP6V0A1;RAB27A;LYZ;EEF2;PRDX6;DERA;BST1;DIAPH1;HPSE;GPI;SERPINA1;ITGAM;HEXB;CTSZ;CTSS;CTSH;CD36;RAC1;CTSD;SPTAN1;CAMP;CTSB;SERPINB1;MANBA;ANXA2;DYNLT1;PGAM1;PLAUR;NDUFC2;IRAK4;DYNLL1;DDOST;RHOA;APRT;PSMA5;VAMP8;RAP2C;PKM;NPC2;PAFAH1B2;TLR2;CD63;ASAH1;GRN;CLEC12A;GSTP1;CST3;NRAS;ALOX5;CREG1;RAB24;AGA;GSN;GCA;CARD9;PDAP1;RAB10;FCGR2A;IMPDH1;QPCT;MNDA;LAMTOR1;FOLR3;YPEL5;CD68;SIGLEC5
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	105/481	4.600805e-27	9.507564e-24	0	0	4.026262e+00	2.441669e+02	FCN1;CDA;RAB3D;APEH;PYCARD;LGALS3;PSMD7;PNP;FTH1;C3AR1;COTL1;PSMD1;SIRPA;CAPN1;GOLGA7;CD93;SLC11A1;CYBA;RNASE2;OSCAR;TYROBP;CRISPLD2;S100A9;ARL8A;S100A8;FTL;CFD;BRI3;PSMD13;FPR1;MGST1;A1BG;IQGAP1;CFP;GNS;PSAP;NEU1;S100A12;LTA4H;CD14;S100A11;ATP6V0A1;RAB27A;LYZ;EEF2;PRDX6;DERA;BST1;DIAPH1;HPSE;GPI;SERPINA1;ITGAM;HEXB;CTSZ;CTSS;CTSH;CD36;RAC1;CTSD;SPTAN1;CAMP;CTSB;SERPINB1;MANBA;ANXA2;DYNLT1;PGAM1;PLAUR;NDUFC2;DYNLL1;DDOST;RHOA;APRT;PSMA5;VAMP8;RAP2C;PKM;NPC2;PAFAH1B2;TLR2;CD63;ASAH1;GRN;CLEC12A;GSTP1;CST3;NRAS;ALOX5;CREG1;RAB24;AGA;GSN;GCA;PDAP1;RAB10;FCGR2A;IMPDH1;QPCT;MNDA;LAMTOR1;FOLR3;YPEL5;CD68;SIGLEC5
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	105/485	9.401576e-27	1.295224e-23	0	0	3.983007e+00	2.386973e+02	FCN1;CDA;RAB3D;APEH;PYCARD;LGALS3;PSMD7;PNP;FTH1;C3AR1;COTL1;PSMD1;SIRPA;CAPN1;GOLGA7;CD93;SLC11A1;CYBA;RNASE2;OSCAR;TYROBP;CRISPLD2;S100A9;ARL8A;S100A8;FTL;CFD;BRI3;PSMD13;FPR1;MGST1;A1BG;IQGAP1;CFP;GNS;PSAP;NEU1;S100A12;LTA4H;CD14;S100A11;ATP6V0A1;RAB27A;LYZ;EEF2;PRDX6;DERA;BST1;DIAPH1;HPSE;GPI;SERPINA1;ITGAM;HEXB;CTSZ;CTSS;CTSH;CD36;RAC1;CTSD;SPTAN1;CAMP;CTSB;SERPINB1;MANBA;ANXA2;DYNLT1;PGAM1;PLAUR;NDUFC2;DYNLL1;DDOST;RHOA;APRT;PSMA5;VAMP8;RAP2C;PKM;NPC2;PAFAH1B2;TLR2;CD63;ASAH1;GRN;CLEC12A;GSTP1;CST3;NRAS;ALOX5;CREG1;RAB24;AGA;GSN;GCA;PDAP1;RAB10;FCGR2A;IMPDH1;QPCT;MNDA;LAMTOR1;FOLR3;YPEL5;CD68;SIGLEC5
GO_Biological_Process_2021	gene expression (GO:0010467)	69/356	2.483961e-15	2.543329e-12	0	0	3.386904e+00	1.138979e+02	RPL3;RPL32;RPLP1;MRPL37;CASC3;MRPL34;RPL6;MRPL32;RPL7;SMG6;RBM3;ALKBH5;HHEX;RPS16;NUP62;RPS11;RPL39;RBM5;NUP214;UPF2;RPS9;RPL23;DHPS;RPL13A;MRPS6;MRPL43;MRPS5;TOPORS;SRRM1;THOC6;DDX19B;MRPL51;XRN2;SRSF2;SRSF3;RPL26;RPL29;RPL28;PTMA;SRSF9;RPL10;RBM8A;MRPS36;RPL11;BAZ2A;CREBL2;RPS4Y1;MRPL13;MRPL11;RPL14;RPL13;RPL15;RPL18;POLR2I;RPL17;POLR2J;RPL19;POLR2L;RPL41;GALNT2;MRPL27;MRPL28;SORL1;RPS28;POLR3A;TNIP1;HNRNPD;RPS24;FARSB
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	76/417	3.076855e-15	2.543329e-12	0	0	3.147427e+00	1.051709e+02	APP;RPL3;SERPINA1;RPL32;RPLP1;ARAF;MRPL37;MRPL34;NAGPA;TTF1;RPL6;MRPL32;RPL7;PCMT1;UBL5;LGALS1;RPS16;SERP1;CTSH;RPS11;RPL39;RPS9;MANBA;RPL23;DHPS;RPL13A;MRPS6;MRPL43;MRPS5;VCAN;MRPL51;YME1L1;RPL26;RPL29;RPL28;UBA52;STOML2;RPN2;RPL10;UBA7;PRKDC;MRPS36;HM13;RPL11;DENND3;NEDD8;RPS4Y1;MRPL13;MRPL11;CST3;STK38;RPL14;ABL1;ST8SIA4;RPL13;IGFBP7;LTA4H;RPL15;RPL18;RPL17;RPL19;RPL41;ICMT;SIAH2;MRPL27;MRPL28;UBE2G2;RPS28;GGCX;TNIP1;QPCT;MSRB2;P4HB;RPS24;FARSB;MSRB1
GO_Biological_Process_2021	translation (GO:0006412)	49/214	4.077352e-14	2.808616e-11	0	0	4.147692e+00	1.278764e+02	RPL3;RPL32;RPLP1;MRPL37;MRPL34;APEH;RPL6;MRPL32;RPL7;FARS2;TRMT112;RPS16;RPS11;RPL39;RPS9;RPL23;DHPS;RPL13A;MRPS6;MRPL43;MRPS5;MRPL51;EEF1D;RPL26;RPL29;RPL28;UBA52;RPL10;MRPS36;RPL11;RPS4Y1;MRPL13;MRPL11;RPL14;RPL13;RPL15;RPL18;RPL17;RPL19;RWDD1;RPL41;MRPL27;MRPL28;EEF2;RPS28;TNIP1;DRG2;RPS24;FARSB
GO_Biological_Process_2021	cotranslational protein targeting to membrane (GO:0006613)	31/94	5.811631e-14	3.431353e-11	0	0	6.817650e+00	2.077769e+02	RPL3;RPL32;RPL10;RPLP1;RPL11;RPS4Y1;RPL6;RPL7;SEC61A1;RPS16;RPL14;RPL13;RPL15;RPS11;RPL18;RPL39;SIL1;RPL17;SEC63;RPL19;RPS9;RPL41;RPL23;SSR2;RPL13A;RPS28;RPL26;RPL29;RPL28;UBA52;RPS24
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	41/162	1.423663e-13	7.354998e-11	0	0	4.715268e+00	1.394794e+02	RPL3;RPL32;RPL10;MRPS36;RPLP1;RPL11;MRPL37;RPS4Y1;MRPL34;MRPL13;RPL6;MRPL32;RPL7;MRPL11;RPS16;RPL14;RPL13;RPL15;RPS11;RPL18;RPL39;RPL17;RPL19;RPS9;RPL41;RPL23;DHPS;MRPL27;MRPL28;RPL13A;MRPS6;MRPL43;MRPS5;RPS28;MRPL51;TNIP1;RPL26;RPL29;RPL28;RPS24;FARSB
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	29/90	7.344576e-13	3.372792e-10	0	0	6.577802e+00	1.837814e+02	RPL3;RPL32;RPL10;RPLP1;RPL11;RPS4Y1;RPL6;RPL7;SEC61A1;RPS16;RPL14;RPL13;RPL15;RPS11;RPL18;RPL39;RPL17;SEC63;RPL19;RPS9;RPL41;RPL23;RPL13A;RPS28;RPL26;RPL29;RPL28;UBA52;RPS24
GO_Biological_Process_2021	protein targeting to ER (GO:0045047)	31/103	9.370968e-13	3.873021e-10	0	0	5.962552e+00	1.651388e+02	RPL3;RPL32;RPL10;RPLP1;RPL11;RPS4Y1;RPL6;RPL7;SEC61A1;RPS16;RPL14;RPL13;RPL15;RPS11;RPL18;RPL39;RPL17;SEC63;RPL19;RPS9;RPL41;RPL23;RPL13A;RPS28;CHMP4B;CHMP4A;RPL26;RPL29;RPL28;UBA52;RPS24
