Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	500/5192	3.769622e-19	1.436226e-16	0	0	1.705152e+00	7.233621e+01	ATF1;VPS29;CHIC2;HNRNPU;SLA2;RBPJ;NOC2L;LIPA;SMC4;GPATCH8;PSMD8;PSMD9;PSMD7;SCP2;HENMT1;PRKACB;IER3;DDX17;MBNL1;TSPYL1;CSNK2A1;FNBP1;ZNF281;ARMC8;UNC13D;SCAMP2;RNF126;DDX39A;MPPE1;ATF6;SET;CTBP2;XPA;SDR39U1;XPC;ANAPC11;MTDH;PRDX5;PRDX4;LTA4H;SERF2;LYN;BTF3;JUN;PRPF38A;NCAPH2;UPF3B;NFATC2;UPF3A;SNF8;FLI1;HNRNPL;EHD1;HNRNPM;FIBP;PPP5C;EIF5;HNRNPK;EIF6;ADI1;HNRNPD;MMS19;HNRNPC;ITPA;BTG2;BTG1;HEXA;ARPC1A;LITAF;PRSS23;UBL5;RIOK2;JAK1;NELFE;CNOT6L;ANXA1;WDR37;DUSP1;NSUN2;SERPINB9;SIRT7;DYNLL1;SIRT2;SERPINB6;DDB1;PSMA5;GCHFR;PSMA6;AFTPH;VAMP7;PSMA4;PSMA1;HCLS1;VAMP2;ZNF595;SF3B5;SF3B3;SAMD9;AOAH;ASCL2;PSMA7;PSMB6;BCLAF1;PSMB2;PPP1R7;NSD1;PSMB1;LEO1;ZNF226;NKTR;SF3A3;CDKN2D;YTHDF2;CDKN2C;GSN;ZNF580;UTP3;CSNK1A1;CARD8;SAAL1;APEX2;PSMB8;DEF6;GATAD2A;PSMB9;PSMC4;SNX14;SERBP1;HYLS1;PKN1;CRLF3;YPEL5;PDCD6;UBE2D2;ZBTB20;RORA;YEATS4;PARK7;YY1;RUVBL2;CFL1;ZNF207;PIM1;ZNF326;TXNL4A;MAF1;SNRNP35;AP2M1;HMGN1;ANAPC7;USP4;UBE2E3;CTNNBIP1;VRK3;GTF2F2;THOC6;MSH3;KAT6A;SNRPG;SRSF4;ANAPC5;SNRPE;SNRPF;TNIK;SNRNP25;TOX;SQSTM1;ZNF791;NOTCH1;CREM;STK39;CREBL2;HSP90B1;BAG6;SLC9A3R1;SBNO1;ORC4;STIP1;YBEY;HACL1;ZKSCAN5;ZNF302;TIA1;OSBPL5;POLR3GL;ZBTB16;LSM1;LSM4;HOPX;NFKB2;LSM2;DRAP1;CNOT7;LSM6;ARPC2;ARPC3;CDK4;CNOT2;SP3;MAFF;TADA3;RNF187;CALCOCO1;CELF2;FASLG;DUSP12;SART1;LBH;SUMO1;VPS72;SNRNP70;SUMO3;SUMO2;IDH3B;TNPO1;ACTR3;ZNF880;HSP90AA1;RFC2;ATRX;VPS37A;VPS37B;REXO2;RAD23B;PATL2;ARL4C;SYF2;CTDSP1;C1D;TMBIM6;SNRPA1;SLC25A5;SLC25A11;GAPDH;SMARCD1;HDAC2;WBP2;CCDC69;VPS4B;SRSF1;RNF38;NLRC5;PDHB;CXXC5;SH3BP1;RBBP4;VPS51;KATNA1;RSBN1L;SAP18;POLR2G;CYB5B;NDUFA9;HNRNPA3;DUT;PPIL1;SSB;TXNRD2;GZMA;MAP1LC3B2;TPRKB;GZMB;EXOG;PTPN12;PNRC1;GZMH;FBXL12;PINK1;KLF6;MFAP1;EIF3G;DRG1;PTPN6;STUB1;PANK2;SMARCB1;UBE2L6;NUDT5;UBE2L3;UXT;NFU1;RASSF5;BSG;MAGOH;DPF2;EPC1;CCDC92;TRIM22;SKP1;SRRM2;CIRBP;ALG2;NSMCE1;CRNKL1;RUNX3;INPP4A;CSNK2B;KDELR2;PFN1;AURKAIP1;BEX4;L3MBTL2;TXK;PEX11B;MGST2;NMD3;OSGEP;STRIP1;SCFD1;ZNHIT1;PPCS;INPP5K;SEC31A;XBP1;APOBEC3G;XRCC5;GADD45A;NTAN1;MANF;SNW1;ID2;ANP32E;CREBRF;FBXL3;GRB2;CALR;CALM1;CLIC3;PPP1R11;PPP1R10;INTS10;AATF;MAP1LC3B;RAC2;TMED2;ACADM;RAC1;CLIC1;CTSC;SEC13;PRMT2;STRADA;COMMD1;RHOF;TYK2;RHOC;COMMD5;TOX4;RAD51C;NCOA7;PTMA;CD63;SP100;WAS;CAPG;RELA;TCEAL8;NT5C;HIRA;EXOSC4;SERTAD1;RAE1;TSNAX;RANBP1;ERCC6L2;YIPF3;GBF1;AKR1C3;RPA1;APTX;PPP1CA;MAD2L2;THEMIS2;CCNG2;CCNG1;TTC3;HNRNPA2B1;CTNNB1;TARDBP;MPHOSPH8;MIDN;SPPL2A;PRDM2;ARID4B;CIB1;PRDM1;COMT;GIMAP7;ETS1;CCND3;CHCHD2;RGS3;CMTR2;ZBP1;PDIA3;TRAPPC2L;LGALS9B;MAU2;PRPF6;CMPK1;PPIE;CHMP4A;PPIG;PPIB;PPIA;PPID;DDX5;AKNA;STK4;PRPF8;IRAK1;UBB;IRAK2;LPXN;CYC1;UBE2F;HSPA8;TGFB1;CPSF6;CCZ1;MSN;ISG15;COQ7;IFT20;NASP;BHLHE40;UBE2N;CYCS;UBE2M;MUS81;ABCD3;PRKCSH;HMGB1;ELAVL1;SNAPC5;GATAD1;RBM5;SCYL1;KLF10;USP47;NAA30;EED;BUD31;DCXR;IRAK4;PPP2R5C;SAFB;ARID1A;YWHAZ;TGFBR1;DDX19B;TRAPPC6A;CREB1;IRF3;OAS1;RABEP2;THRAP3;TRAPPC6B;IRF7;MYH9;LUC7L3;TERF2IP;ITGB1BP1;TMEM9;EAPP;IRF9;SASH3;ATF6B;TAF9;RNF8;MAT2B;PSMB10;ADD1;RNF2;TBRG1;NXF1;TBX21;POLD2;TMEM208;BNIP2;PTK2B;MAPK1;RALY;GBP4;MUTYH;NIPSNAP3A;MX1;CMTM6;DTNBP1;PDE4DIP;S100B;USP28;USF1;CCS;ERCC3;KANSL1;ABHD17A;LPIN2;SSBP3;RAN
GO_Cellular_Component_2021	nucleus (GO:0005634)	435/4484	1.068733e-16	2.035937e-14	0	0	1.673490e+00	6.154241e+01	ATF1;HNRNPU;RBPJ;NOC2L;SMC4;GPATCH8;PSMD8;PSMD9;PSMD7;HENMT1;PRKACB;IER3;DDX17;MBNL1;TSPYL1;CSNK2A1;ZNF281;ARMC8;RNF126;DDX39A;ATF6;SET;CTBP2;XPA;SDR39U1;XPC;ANAPC11;MTDH;PRDX5;PRDX4;LTA4H;SERF2;LYN;BTF3;JUN;PRPF38A;NCAPH2;UPF3B;NFATC2;UPF3A;SNF8;FLI1;HNRNPL;HNRNPM;FIBP;PPP5C;EIF5;HNRNPK;EIF6;ADI1;HNRNPD;MMS19;HNRNPC;BTG2;BTG1;ARPC1A;PRSS23;UBL5;RIOK2;JAK1;NELFE;CNOT6L;ANXA1;WDR37;DUSP1;NSUN2;SERPINB9;SIRT7;DYNLL1;SIRT2;SERPINB6;DDB1;PSMA5;GCHFR;PSMA6;PSMA4;PSMA1;HCLS1;ZNF595;SF3B5;SF3B3;ASCL2;PSMA7;PSMB6;BCLAF1;PSMB2;PPP1R7;NSD1;PSMB1;LEO1;ZNF226;NKTR;SF3A3;CDKN2D;YTHDF2;CDKN2C;GSN;ZNF580;UTP3;CSNK1A1;CARD8;SAAL1;APEX2;PSMB8;DEF6;GATAD2A;PSMB9;PSMC4;SERBP1;HYLS1;PKN1;CRLF3;YPEL5;PDCD6;UBE2D2;ZBTB20;RORA;YEATS4;PARK7;YY1;RUVBL2;CFL1;ZNF207;PIM1;ZNF326;TXNL4A;MAF1;SNRNP35;HMGN1;ANAPC7;USP4;UBE2E3;CTNNBIP1;VRK3;GTF2F2;THOC6;MSH3;KAT6A;SNRPG;SRSF4;ANAPC5;SNRPE;SNRPF;TNIK;SNRNP25;TOX;ZNF791;NOTCH1;CREM;CREBL2;HSP90B1;BAG6;SLC9A3R1;SBNO1;ORC4;STIP1;YBEY;ZKSCAN5;ZNF302;TIA1;POLR3GL;ZBTB16;LSM1;LSM4;HOPX;NFKB2;LSM2;DRAP1;CNOT7;LSM6;ARPC2;ARPC3;CDK4;CNOT2;SP3;MAFF;TADA3;RNF187;CALCOCO1;CELF2;FASLG;DUSP12;SART1;LBH;SUMO1;VPS72;SNRNP70;SUMO3;SUMO2;IDH3B;TNPO1;ACTR3;ZNF880;HSP90AA1;RFC2;ATRX;REXO2;RAD23B;PATL2;ARL4C;SYF2;CTDSP1;C1D;TMBIM6;SNRPA1;SLC25A5;SLC25A11;GAPDH;SMARCD1;HDAC2;WBP2;CCDC69;VPS4B;SRSF1;RNF38;NLRC5;PDHB;CXXC5;SH3BP1;RBBP4;KATNA1;RSBN1L;SAP18;POLR2G;NDUFA9;HNRNPA3;DUT;PPIL1;SSB;GZMA;TPRKB;GZMB;EXOG;PTPN12;PNRC1;FBXL12;PINK1;KLF6;MFAP1;EIF3G;DRG1;PTPN6;STUB1;PANK2;SMARCB1;UBE2L6;NUDT5;UBE2L3;UXT;NFU1;RASSF5;MAGOH;DPF2;EPC1;TRIM22;SKP1;SRRM2;CIRBP;ALG2;NSMCE1;CRNKL1;RUNX3;INPP4A;CSNK2B;PFN1;AURKAIP1;BEX4;L3MBTL2;TXK;NMD3;OSGEP;STRIP1;ZNHIT1;PPCS;INPP5K;XBP1;APOBEC3G;XRCC5;GADD45A;NTAN1;MANF;SNW1;ID2;ANP32E;CREBRF;FBXL3;GRB2;CALR;CALM1;CLIC3;PPP1R11;PPP1R10;INTS10;AATF;ACADM;CLIC1;PRMT2;STRADA;COMMD1;TYK2;COMMD5;TOX4;RAD51C;NCOA7;PTMA;SP100;WAS;CAPG;RELA;TCEAL8;NT5C;HIRA;EXOSC4;SERTAD1;RAE1;TSNAX;RANBP1;ERCC6L2;AKR1C3;RPA1;APTX;PPP1CA;MAD2L2;THEMIS2;CCNG2;CCNG1;TTC3;HNRNPA2B1;CTNNB1;TARDBP;MPHOSPH8;MIDN;PRDM2;ARID4B;CIB1;PRDM1;ETS1;CCND3;CHCHD2;RGS3;CMTR2;ZBP1;PDIA3;TRAPPC2L;LGALS9B;MAU2;PRPF6;CMPK1;PPIE;CHMP4A;PPIG;PPIB;PPIA;PPID;DDX5;STK4;PRPF8;IRAK1;UBB;IRAK2;LPXN;CYC1;UBE2F;HSPA8;TGFB1;CPSF6;MSN;NUP153;ISG15;COQ7;NASP;BHLHE40;UBE2N;CYCS;UBE2M;MUS81;HMGB1;ELAVL1;SNAPC5;GATAD1;RBM5;KLF10;USP47;NAA30;EED;BUD31;DCXR;IRAK4;PPP2R5C;SAFB;ARID1A;YWHAZ;TGFBR1;DDX19B;CREB1;IRF3;OAS1;THRAP3;IRF7;MYH9;LUC7L3;TERF2IP;ITGB1BP1;EAPP;IRF9;SASH3;ATF6B;TAF9;RNF8;MAT2B;PSMB10;ADD1;RNF2;TBRG1;NXF1;TBX21;POLD2;PTK2B;MAPK1;RALY;GBP4;MUTYH;NIPSNAP3A;MX1;DTNBP1;PDE4DIP;S100B;USP28;USF1;CCS;ERCC3;KANSL1;LPIN2;SSBP3;RAN
GO_Cellular_Component_2021	U2-type spliceosomal complex (GO:0005684)	26/89	1.328839e-10	1.687625e-08	0	0	5.696772e+00	1.295534e+02	SF3B5;SF3B3;PRPF8;SART1;SNRNP70;TXNL4A;SRRM2;SF3A3;PPIL1;PRPF38A;CCDC12;BUD31;CRNKL1;LSM4;LSM2;PRPF6;LSM6;SNW1;MFAP1;SYF2;SNRPG;LUC7L3;PPIE;SNRPA1;SNRPE;SNRPF
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	38/184	7.149739e-10	6.810126e-08	0	0	3.608885e+00	7.599870e+01	GMFG;GSTP1;ITGB2;SLC2A3;HMGB1;PSMD6;PSMD7;PRDX4;ACTR1B;LAMP1;LAMP2;PSMB1;MAPK1;CAPN1;OSTF1;LTA4H;RAC1;CCT8;CTSD;HSPA8;HSP90AA1;DBNL;FCER1G;GSN;CD300A;ATP6AP2;MIF;DYNLL1;SERPINB6;PSMA5;ACLY;BIN2;CSNK2B;PPIE;LAMTOR1;YPEL5;PPIA;ARL8A
GO_Cellular_Component_2021	azurophil granule (GO:0042582)	33/155	4.168584e-09	3.176461e-07	0	0	3.741399e+00	7.219287e+01	CD63;HEXA;SNAP23;LPCAT1;MAGT1;PLAC8;RAP1B;SYNGR1;LAMP1;LAMP2;TOM1;MAPK1;STOM;CCT8;CTSC;CAP1;CCT2;DYNC1H1;MANBA;TRAPPC1;TMEM30A;NHLRC3;STX7;CMTM6;PRSS57;UNC13D;BST2;VAMP8;ACLY;VAMP7;VAPA;LAMTOR1;ARL8A
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	59/387	5.678903e-09	3.606104e-07	0	0	2.509107e+00	4.763918e+01	CLTC;ITGB2;SNAP23;ARPC5L;ICAM1;LASP1;YWHAQ;CFL1;BSG;ANXA6;RAC2;FLOT1;ITGB7;RAC1;CAPN1;B2M;JAK1;ACTR3;CAP1;PDIA3;ANXA1;PPP1R12A;REXO2;YWHAZ;MYH9;EVL;ITGB1BP1;LCP1;ARHGEF2;PFN1;PPIB;PPIA;PXN;CD99L2;ADD1;HSP90B1;PRKAR2A;G3BP1;LPXN;MAPK1;PTK2B;CD99;CLASP2;VASP;GIT2;HSPA8;GSN;YES1;MSN;SRP68;HNRNPK;PTPRC;ARPC2;ARPC3;PTPRA;PI4KA;CTNNB1;P4HB;CALR
GO_Cellular_Component_2021	cell-substrate junction (GO:0030055)	59/394	1.114119e-08	6.063993e-07	0	0	2.455738e+00	4.497099e+01	CLTC;ITGB2;SNAP23;ARPC5L;ICAM1;LASP1;YWHAQ;CFL1;BSG;ANXA6;RAC2;FLOT1;ITGB7;RAC1;CAPN1;B2M;JAK1;ACTR3;CAP1;PDIA3;ANXA1;PPP1R12A;REXO2;YWHAZ;MYH9;EVL;ITGB1BP1;LCP1;ARHGEF2;PFN1;PPIB;PPIA;PXN;CD99L2;ADD1;HSP90B1;PRKAR2A;G3BP1;LPXN;MAPK1;PTK2B;CD99;CLASP2;VASP;GIT2;HSPA8;GSN;YES1;MSN;SRP68;HNRNPK;PTPRC;ARPC2;ARPC3;PTPRA;PI4KA;CTNNB1;P4HB;CALR
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	46/274	1.390141e-08	6.620544e-07	0	0	2.801874e+00	5.068947e+01	CD63;ITGAM;SLC44A2;HVCN1;ITGB2;SNAP23;LPCAT1;SLC2A3;MAGT1;IQGAP2;RAP1B;SYNGR1;LAMP1;ORMDL3;LAMP2;TOM1;TMED2;STOM;RAC1;LAIR1;CD53;MANBA;FCER1G;TMEM30A;CD300A;ATP6AP2;CMTM6;HLA-B;HLA-C;RHOF;TMC6;DYNLL1;SERPINB6;BST2;VAMP8;VAMP7;TYROBP;PTPRC;SELL;VAPA;RAB18;LAMTOR1;PAM;VAMP2;ARL8A;RAB7A
GO_Cellular_Component_2021	U2-type precatalytic spliceosome (GO:0071005)	17/50	1.659987e-08	7.027276e-07	0	0	7.075153e+00	1.267434e+02	SRRM2;SF3A3;SF3B5;SF3B3;PRPF38A;PRPF8;LSM4;LSM2;SART1;PRPF6;LSM6;MFAP1;SNRPG;SNRPA1;SNRPE;SNRPF;TXNL4A
GO_Cellular_Component_2021	azurophil granule membrane (GO:0035577)	18/58	3.220435e-08	1.123578e-06	0	0	6.182594e+00	1.066569e+02	CD63;MANBA;TMEM30A;CMTM6;LPCAT1;MAGT1;VAMP8;RAP1B;BST2;SYNGR1;VAMP7;LAMP1;VAPA;LAMP2;TOM1;STOM;LAMTOR1;ARL8A
