Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	cytosolic large ribosomal subunit (GO:0022625)	40/55	6.978531e-35	2.268022e-32	0	0	3.729326e+01	2.933027e+03	RPL4;RPL5;RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL7;RPL7A;MRPL1;RPL18A;RPL36;RPL35;RPLP2;RPL13;RPL38;RPL37;RPL15;RPL18;RPL17;RPL19;RPL21;RPL23;RPL22;RPL13A;RPL35A;RPL23A;RPL27A;RPL37A;RPL27;RPL26;RPL29
GO_Cellular_Component_2021	large ribosomal subunit (GO:0015934)	40/59	6.262989e-33	1.017736e-30	0	0	2.943572e+01	2.182678e+03	RPL4;RPL5;RPL30;RPL3;RPL32;RPL10;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL7;RPL7A;MRPL1;RPL18A;RPL36;RPL35;RPLP2;RPL13;RPL38;RPL37;RPL15;RPL18;RPL17;RPL19;RPL21;RPL23;RPL22;RPL13A;RPL35A;RPL23A;RPL27A;RPL37A;RPL27;RPL26;RPL29
GO_Cellular_Component_2021	ribosome (GO:0005840)	35/62	5.500379e-25	5.958744e-23	0	0	1.804918e+01	1.008224e+03	RPL30;RPL32;RPL31;RPL11;RPL10A;RPL8;RPL9;RPS4X;RPL7A;RPL18A;RPS19;RPS18;RPL36;RPL38;RPL15;RPS11;RPL18;RPS10;RPS13;RPL19;RPS9;RPS7;RPL23;RPS5;RPL13A;RPS25;RPS28;RPS27;RPS29;APEX1;EIF3H;RPL27;RPS21;SF1;RPS23
GO_Cellular_Component_2021	cytosolic small ribosomal subunit (GO:0022627)	27/40	1.476046e-22	1.199288e-20	0	0	2.876786e+01	1.446088e+03	RPS15;RPS4X;RPS15A;RPS16;RPS19;RPS18;RPS2;RPS11;RPS27A;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPS3A;RPSA;RPS25;RPS28;RPS27;RPS29;RPS20;RPS21;UBA52;RPS24;RPS23
GO_Cellular_Component_2021	small ribosomal subunit (GO:0015935)	27/45	1.505617e-20	9.786511e-19	0	0	2.077121e+01	9.480497e+02	RPS15;RPS4X;RPS15A;RPS16;RPS19;RPS18;RPS2;RPS11;RPS27A;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPS3A;RPSA;RPS25;RPS28;RPS27;RPS29;RPS20;RPS21;UBA52;RPS24;RPS23
GO_Cellular_Component_2021	MHC class II protein complex (GO:0042613)	12/13	1.253626e-13	6.790473e-12	0	0	1.644857e+02	4.886468e+03	HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DQB2;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Cellular_Component_2021	polysomal ribosome (GO:0042788)	17/30	7.533432e-13	3.497665e-11	0	0	1.797932e+01	5.018793e+02	RPL30;RPL32;RPL31;RPL11;RPL10A;RPL8;RPL7A;RPS28;RPL18A;RPS29;RPL36;EIF3H;RPL38;RPL18;RPS21;RPL19;RPS23
GO_Cellular_Component_2021	nuclear lumen (GO:0031981)	103/745	5.145762e-12	2.090466e-10	0	0	2.275840e+00	5.915556e+01	RPL4;RPL5;RPL3;SMARCB1;ADARB1;NOC2L;PWP1;RPL7;FBL;RPS19;RPL36;ZNF207;RPL35;MACROD2;NBN;MAF1;RPS11;RPS10;CDK5RAP3;RPS13;DDX18;RPS9;TSPYL1;RPS7;SCAF11;PIH1D1;RPL23;RPS6;WDR74;CYB561A3;VRK3;GTPBP4;EEF1A1;DKC1;NCL;CMPK1;RPL27;RPL26;SRSF5;ZNF397;ZCCHC7;BLM;INO80E;DDX5;OARD1;FIGNL1;ARL14EP;UPF3A;ISG20;MOB1A;RPS25;STAG3;RAD17;NOL10;NOL11;FEN1;CDCA7L;CHD7;CTCF;AATF;PHF6;RPL7A;MRPL40;XPO1;SPIN1;UBTF;METTL18;PARP1;NSUN5;BCKDHB;RBM19;RPL13A;RPS3A;REXO4;GNL3;ARL4A;NFX1;DDX27;RRN3;RPL11;CAPG;TAF1D;TCOF1;IFI16;BMS1;ATXN1L;TRA2A;RPL13;RPS2;RPL18;RPS27A;E2F5;RPL19;SMARCE1;ARFGEF1;UTP6;NPM1;KRR1;RPL23A;CENPH;APEX1;TCEA1;PTPN6
GO_Cellular_Component_2021	nucleolus (GO:0005730)	101/733	1.023403e-11	3.695623e-10	0	0	2.264648e+00	5.730760e+01	RPL4;RPL5;RPL3;SMARCB1;ADARB1;NOC2L;PWP1;RPL7;FBL;RPS19;RPL36;ZNF207;RPL35;MACROD2;NBN;MAF1;RPS11;RPS10;CDK5RAP3;RPS13;DDX18;RPS9;TSPYL1;RPS7;SCAF11;PIH1D1;RPL23;RPS6;WDR74;CYB561A3;VRK3;GTPBP4;EEF1A1;DKC1;NCL;CMPK1;RPL27;RPL26;SRSF5;ZNF397;ZCCHC7;BLM;INO80E;DDX5;OARD1;ARL14EP;UPF3A;ISG20;MOB1A;RPS25;STAG3;RAD17;NOL10;NOL11;FEN1;CDCA7L;CHD7;CTCF;AATF;PHF6;RPL7A;MRPL40;XPO1;SPIN1;UBTF;METTL18;PARP1;NSUN5;BCKDHB;RBM19;RPL13A;RPS3A;REXO4;GNL3;ARL4A;NFX1;DDX27;RRN3;RPL11;CAPG;TAF1D;TCOF1;IFI16;BMS1;ATXN1L;TRA2A;RPL13;RPS2;RPL18;RPS27A;E2F5;RPL19;ARFGEF1;UTP6;NPM1;KRR1;RPL23A;CENPH;APEX1;TCEA1;PTPN6
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	65/387	1.423686e-11	4.626980e-10	0	0	2.829642e+00	7.067084e+01	RPL4;RPL5;RPL30;RPL3;RPL31;CD81;RPLP1;RPLP0;SNAP23;GDI2;RPL8;RPL10A;RPL9;RPL7;RPS15;RPS4X;RPL7A;RPS16;RPS19;RPS18;ANXA6;RPLP2;FLOT2;RPL38;RPS11;RPS10;RPS13;ACTR3;ACTR2;RPS9;RPS7;ITGA4;RPS8;RPL23;RPS5;RPL22;RRAS2;RPL13A;RPS3A;RPL37A;CAT;RPL27;ARHGEF2;EZR;PPIA;ARF6;ABCB4;RPL12;ADD1;PDLIM1;PIP5K1A;PTK2B;RPS2;RPL18;RPL19;ARL14EP;GIT2;NPM1;JUP;ARHGAP24;MARCKS;HNRNPK;ARPC3;RPS29;LIMS2
GO_Cellular_Component_2021	cell-substrate junction (GO:0030055)	65/394	3.174324e-11	9.378685e-10	0	0	2.768378e+00	6.692094e+01	RPL4;RPL5;RPL30;RPL3;RPL31;CD81;RPLP1;RPLP0;SNAP23;GDI2;RPL8;RPL10A;RPL9;RPL7;RPS15;RPS4X;RPL7A;RPS16;RPS19;RPS18;ANXA6;RPLP2;FLOT2;RPL38;RPS11;RPS10;RPS13;ACTR3;ACTR2;RPS9;RPS7;ITGA4;RPS8;RPL23;RPS5;RPL22;RRAS2;RPL13A;RPS3A;RPL37A;CAT;RPL27;ARHGEF2;EZR;PPIA;ARF6;ABCB4;RPL12;ADD1;PDLIM1;PIP5K1A;PTK2B;RPS2;RPL18;RPL19;ARL14EP;GIT2;NPM1;JUP;ARHGAP24;MARCKS;HNRNPK;ARPC3;RPS29;LIMS2
GO_Cellular_Component_2021	MHC protein complex (GO:0042611)	12/20	7.723742e-10	2.091847e-08	0	0	2.055298e+01	4.312334e+02	HLA-DRB5;HLA-DMA;HLA-DMB;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DOB;HLA-DQA1;HLA-DQB2;HLA-DRB1;HLA-DPA1;HLA-DQB1
