Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	77/184	3.173312e-41	1.028153e-38	0	0	1.030055e+01	9.605391e+02	FCN1;CDA;GPI;SERPINA1;TMEM179B;GMFG;CTSZ;ITGB2;PYGL;TCIRG1;CTSS;LGALS3;HK3;FTH1;COTL1;ITGAX;TIMP2;SIRPA;CTSH;CAPN1;OSTF1;RAC1;GUSB;CTSD;CTSB;ACTR2;FCER1G;CD93;DYNLT1;CD300A;SLC11A1;GAA;PGAM1;ATP6AP2;DYNLL1;RHOA;SERPINB6;CLEC4D;DOK3;PKM;CSNK2B;CAT;ALDOA;ARL8A;PAFAH1B2;CFD;CSTB;ASAH1;GSTP1;FGL2;FPR1;UBR4;GNS;LILRA3;CST3;PSMB7;COMMD9;PRDX4;ALOX5;PSMB1;NCKAP1L;LTA4H;CD55;ATP6V0A1;SIGLEC14;GSN;HSPA6;NBEAL2;ARPC5;LILRB2;GLB1;IMPDH1;QPCT;MNDA;LAMTOR1;HSPA1A;SIGLEC5
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	85/274	9.039547e-34	1.464407e-31	0	0	6.448773e+00	4.906632e+02	SIGLEC9;ITGAM;TMEM179B;RAB3D;ITGB2;TCIRG1;SIRPB1;LGALS3;GLIPR1;TOM1;ITGAX;SIRPA;CD36;RAC1;SNAP29;CD33;MANBA;FCER1G;CD93;CD300A;SLC11A1;GAA;NFAM1;APLP2;ATP6AP2;RHOG;PLAUR;CYBB;NDUFC2;CYBA;ATP11A;KCNAB2;DYNLL1;TNFRSF1B;RHOA;CKAP4;SERPINB6;VAMP8;CLEC4D;DOK3;RAB31;TYROBP;DNAJC5;ARL8A;TLR2;CD63;RAB5C;CLEC12A;BRI3;PTAFR;C5AR1;FPR1;MGST1;UBR4;IQGAP1;PSEN1;IQGAP2;LILRA3;AGPAT2;NCSTN;SYNGR1;RAP1A;ALDH3B1;PSAP;RAB24;NCKAP1L;CD14;CD55;LAIR1;ATP6V0A1;SNCA;SIGLEC14;NBEAL2;LILRB2;LILRB3;BST2;RAB10;BST1;FCGR2A;CD9;CYSTM1;LAMTOR2;LAMTOR1;CD68;SIGLEC5
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	89/316	9.761350e-32	1.054226e-29	0	0	5.627832e+00	4.018514e+02	FCN1;CDA;GPI;SERPINA1;GMFG;HEXB;CTSZ;PYGL;PYCARD;HEBP2;HK3;GM2A;TMSB4X;TIMP2;COTL1;CTSH;QSOX1;TIMP1;OSTF1;ACAA1;GUSB;CTSD;SRGN;ACTR2;SERPINB1;ANXA2;DYNLT1;PGAM1;RNASET2;PRKCD;RNASE2;APRT;OSCAR;FGR;PKM;NPC2;CSNK2B;CAT;SERPING1;ALDOA;DOCK2;S100A9;PAFAH1B2;S100A8;DNASE1L1;FTL;CFD;CSTB;GRN;PDXK;GSTP1;RETN;CFP;GNS;PSMB7;SDCBP;COMMD9;PRDX4;DPP7;ALOX5;CREG1;NEU1;PSMB1;S100A12;S100A11;CTSA;GSN;TGFB1;TRAPPC1;GCA;FUCA1;FUCA2;HSPA6;RAB27A;ARPC5;LYZ;PRDX6;CPPED1;ERP44;GLB1;IMPDH1;TOLLIP;QPCT;MNDA;PTPN6;HPSE;FOLR3;GLA;FERMT3
GO_Cellular_Component_2021	tertiary granule (GO:0070820)	62/164	2.172127e-30	1.759423e-28	0	0	8.603140e+00	5.876103e+02	CDA;ITGAM;TMEM179B;ITGB2;TCIRG1;CTSS;LGALS3;FTH1;ITGAX;TIMP2;SIRPA;CTSH;QSOX1;RAC1;CTSD;CD33;FCER1G;CD93;CD300A;SLC11A1;GAA;STX7;ATP6AP2;CYBB;CYBA;ATP11A;KCNAB2;DYNLL1;RHOA;OSCAR;SERPINB6;VAMP8;CLEC4D;DOK3;ALDOA;ARL8A;CSTB;ASAH1;CLEC12A;STXBP2;PTAFR;FPR1;UBR4;CFP;LILRA3;CST3;NCKAP1L;LTA4H;CD55;LAIR1;ATP6V0A1;SIGLEC14;NBEAL2;LILRB2;LYZ;QPCT;CYSTM1;LAMTOR2;PTPN6;FOLR3;LAMTOR1;SIGLEC5
GO_Cellular_Component_2021	azurophil granule (GO:0042582)	59/155	3.632501e-29	2.353861e-27	0	0	8.681458e+00	5.685057e+02	TMEM179B;RAB3D;HEXB;HEXA;PYCARD;HEBP2;GLIPR1;GM2A;TOM1;GUSB;SNAP29;ACTR2;MANBA;ANXA2;GAA;NFAM1;RNASET2;PRKCD;STX7;NDUFC2;RNASE2;CKAP4;VAMP8;NPC2;DNAJC5;ARL8A;FTL;CD63;GRN;RAB5C;BRI3;STXBP2;FPR1;MGST1;PSEN1;RETN;GNS;SDCBP;NCSTN;SYNGR1;DPP7;CREG1;PSAP;CTSA;TRAPPC1;GCA;FUCA1;FUCA2;LYZ;PRDX6;CPPED1;BST2;GLB1;IMPDH1;TOLLIP;MNDA;LAMTOR1;CD68;GLA
GO_Cellular_Component_2021	lysosome (GO:0005764)	101/477	5.679781e-25	3.067082e-23	0	0	3.860682e+00	2.155331e+02	IFITM3;RNF19B;IFI30;LAPTM4A;AP1S2;AP2M1;ATP6V0E1;SLC11A1;PRKCD;STX7;AP1B1;ATP11A;AP5B1;NAAA;SPNS1;ATP6V0D1;UBA52;ARL8A;RAB5C;STXBP2;CD1D;PSEN1;GNS;PLD3;NCSTN;SNX2;BLOC1S1;PSAP;NEU1;SLC15A3;ATP6V0A1;CTSA;HLA-DRB5;FUCA1;FUCA2;RAB27A;TCN2;GNB2;GNB1;PPT1;HLA-DRA;PLEKHM2;TPP1;HPSE;HLA-DRB1;RNF13;HEXB;HEXA;CTSZ;ARRB1;TCIRG1;SLC2A6;CTSS;GM2A;FLOT1;CTSH;MFSD1;GUSB;CTSD;HLA-DPA1;CTSB;SRGN;ATP6V0B;MANBA;SEC13;ANXA2;STARD3NL;RNASET2;GAA;ATP6AP2;TFEB;VAMP8;HCK;VCAN;NPC2;DNAJC5;ATP6V1B2;TLR7;HLA-DQB1;CD63;ASAH1;GRN;AHNAK;LRP1;UNC93B1;HLA-DMA;HLA-DMB;DRAM2;RILP;SNCA;CD74;LAPTM5;GLB1;VMA21;HLA-DPB1;LAMTOR2;LAMTOR1;LAMTOR4;CD68;GLA;LAMTOR5
GO_Cellular_Component_2021	ficolin-1-rich granule lumen (GO:1904813)	47/123	1.400995e-23	6.484607e-22	0	0	8.665835e+00	4.560160e+02	FCN1;CFD;CDA;GPI;CSTB;ASAH1;SERPINA1;GMFG;GSTP1;CTSZ;FGL2;PYGL;GNS;CTSS;CST3;HK3;PSMB7;COMMD9;PRDX4;FTH1;ALOX5;PSMB1;COTL1;TIMP2;CTSH;CAPN1;OSTF1;LTA4H;GUSB;CTSD;CTSB;ACTR2;GSN;DYNLT1;PGAM1;HSPA6;ARPC5;PKM;GLB1;IMPDH1;QPCT;CSNK2B;CAT;MNDA;ALDOA;PAFAH1B2;HSPA1A
GO_Cellular_Component_2021	lysosomal membrane (GO:0005765)	79/330	2.858201e-23	1.157572e-21	0	0	4.477021e+00	2.323989e+02	IFITM3;RNF13;TMEM179B;RAB3D;CLTA;AP2A1;ARRB1;TCIRG1;SLC2A6;GLIPR1;LAPTM4A;AP1S2;TOM1;FLOT1;CTSD;SNAP29;AP2M1;HLA-DPA1;ATP6V0B;MANBA;SEC13;ATP6V0E1;ANXA2;STARD3NL;GAA;NFAM1;STX7;ATP6AP2;AP1B1;TFEB;NDUFC2;ATP11A;AP5B1;CKAP4;VAMP8;DNAJC5;SPNS1;ATP6V1B2;TLR8;TLR7;ATP6V0D1;UBA52;ARL8A;HLA-DQB1;CD63;GRN;RAB5C;AHNAK;LRP1;BRI3;FPR1;MGST1;PSEN1;NCSTN;SYNGR1;HLA-DMA;HLA-DMB;BLOC1S1;PSAP;AP2S1;SLC15A3;RILP;ATP6V0A1;CTSA;CD74;HLA-DRB5;LAPTM5;BST2;GNB2;GNB1;HLA-DPB1;HLA-DRA;PLEKHM2;LAMTOR2;LAMTOR1;CD68;LAMTOR4;HLA-DRB1;LAMTOR5
GO_Cellular_Component_2021	cytoplasmic vesicle membrane (GO:0030659)	83/380	1.303169e-21	4.691410e-20	0	0	3.977550e+00	1.912783e+02	SIGLEC9;TMEM179B;NCF4;AP2A1;ARRB1;TCIRG1;SIRPB1;LGALS3;CHMP1B;KIF13A;STAB1;AP1S2;ITGAX;CD36;RAC1;CTSD;AP2M1;HLA-DPA1;PSENEN;ATP6V0B;ATP6V0E1;CD93;ATP6AP1;ATP6AP2;AP1B1;RHOG;RHOA;RHOB;SERPINB6;VAMP8;ACAP2;DOK3;RAB31;TYROBP;IRF7;TLR8;TLR7;ATP6V0D1;UBA52;TLR4;VAMP5;VPS28;HBEGF;HLA-DQB1;TLR2;CD63;LRP1;PTAFR;C5AR1;FPR1;IQGAP1;IQGAP2;CORO1C;SNX3;NCSTN;SNX2;RAP1A;ALDH3B1;RAB24;AP2S1;MVB12A;NCKAP1L;CD14;SLC15A3;CD55;ATP6V0A1;CD74;HLA-DRB5;CD163;RAB4A;SNF8;LILRB3;RAB10;MARCO;FCGR2A;HLA-DPB1;HLA-DRA;PLEKHM2;CD9;LAMTOR2;HLA-DRB1;MYD88;SIGLEC5
GO_Cellular_Component_2021	ficolin-1-rich granule membrane (GO:0101003)	30/61	2.588694e-19	8.387369e-18	0	0	1.342138e+01	5.744075e+02	TMEM179B;ITGB2;FPR1;UBR4;TCIRG1;LILRA3;LGALS3;ITGAX;SIRPA;NCKAP1L;RAC1;CD55;ATP6V0A1;FCER1G;SIGLEC14;CD93;CD300A;GAA;SLC11A1;ATP6AP2;NBEAL2;LILRB2;DYNLL1;RHOA;SERPINB6;CLEC4D;DOK3;LAMTOR1;ARL8A;SIGLEC5
