Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	49/184	6.389384e-17	2.210727e-14	0	0	5.077638e+00	1.893416e+02	FCN1;CDA;GPI;SERPINA1;CTSZ;ITGB2;APEH;SRP14;CTSS;LGALS3;PSMD7;FTH1;COTL1;SIRPA;CTSH;CAPN1;RAC1;CTSD;CTSB;FCER1G;CD93;DYNLT1;SLC11A1;PGAM1;RHOA;PSMA5;PKM;ARL8A;PAFAH1B2;CFD;ASAH1;PSMD14;GSTP1;FPR1;A1BG;CST3;ALOX5;LTA4H;ATP6V0A1;SIGLEC14;HSPA6;PDAP1;DERA;DIAPH1;GLB1;QPCT;MNDA;LAMTOR1;YPEL5
GO_Cellular_Component_2021	ficolin-1-rich granule lumen (GO:1904813)	35/123	2.066406e-13	3.574883e-11	0	0	5.519657e+00	1.612170e+02	FCN1;CFD;CDA;GPI;ASAH1;SERPINA1;PSMD14;GSTP1;CTSZ;A1BG;APEH;SRP14;CTSS;CST3;PSMD7;FTH1;ALOX5;COTL1;CTSH;CAPN1;LTA4H;CTSD;CTSB;DYNLT1;PGAM1;HSPA6;PDAP1;DERA;PSMA5;PKM;GLB1;QPCT;MNDA;YPEL5;PAFAH1B2
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	58/316	4.552358e-12	5.250386e-10	0	0	3.145403e+00	8.214339e+01	ARHGAP9;FCN1;LGALS3BP;CDA;GPI;SERPINA1;CTSZ;SRP14;PYCARD;PSMD7;TMSB4X;COTL1;PSMD1;CTSH;CTSD;SPTAN1;CAMP;SERPINB1;ANXA2;DYNLT1;PGAM1;RNASE2;APRT;PSMA5;FGR;PKM;NPC2;S100A9;PAFAH1B2;S100A8;DNASE1L1;FTL;CFD;GRN;PSMD14;GSTP1;A1BG;CFP;SDCBP;ALOX5;CREG1;NEU1;S100A12;S100A11;TGFB1;GCA;HSPA6;RAB27A;LYZ;PRDX6;DERA;POMC;SCCPDH;GLB1;QPCT;MNDA;HPSE;FOLR3
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	462/5192	2.490793e-11	2.154536e-09	0	0	1.493484e+00	3.646465e+01	RB1;SPI1;RPL3;TFRC;THYN1;SMC4;GPATCH8;RPL6;PSMD8;PSMD9;ALKBH5;PSMD7;ZMIZ1;ZC3H12A;CREB3L2;AP1S2;PSMD1;IER2;CDK5RAP3;IER3;CHID1;PIH1D1;ZNF160;SCAMP2;NISCH;EWSR1;CLNS1A;PSME3;ATF5;ATF6;UBA52;ATF3;CTBP2;XPA;SDR39U1;IQGAP1;AAAS;RPS4Y1;MEFV;OAZ1;HIF1A;OAZ2;MTDH;PRDX5;WDR70;PTPMT1;VTI1A;S100A12;HMOX1;LTA4H;S100A11;SERF2;BTF3;F8A1;PBX2;IRF2BP2;BRAF;PRDX6;FOSL2;FIBP;EIF5;AGO1;HNRNPD;PPT1;ITPA;SERPINA1;CLTB;ECSIT;MED16;LITAF;SMG6;UBL5;CHAF1A;AIFM1;TCTN3;TMSB4X;TSPO;RRP12;IKBKE;NELFE;UPF2;ANXA1;ANXA2;DUSP1;SIRT7;FOS;GNL1;PSMA5;GCHFR;TAF6L;ZEB2;NCOR1;PSMA1;ZNF350;RPL10;RPS27L;GPS2;AOAH;PSMA7;PSMB6;HLA-DMA;HLA-DMB;RNF138;PPP1R7;PPP1R8;AP2S1;FLNA;RPL13;PCGF1;BRD9;RPL15;RPS2;ZNF467;ZNF224;SF3B1;NKTR;EGLN1;WWOX;EGLN2;CSNK1A1;MGMT;ELP5;SCAF4;NUDT21;RYBP;NFIC;MPLKIP;FOSB;PKN2;YPEL5;UBE2D1;CASC3;PARK7;PYCARD;STK11;ZFP36;KPNA4;TXNL4A;BNIP3L;ZNF561;RPS9;USP4;UBE2E1;VRK2;VRK3;PGD;RNF40;THOC6;KAT6A;S100A6;SRSF2;S100A4;ANAPC5;SNRNP25;S100A9;S100A8;SNRPB;MAZ;CREBL2;EIF1AD;SLC9A3R1;NPAT;ADAP2;MED30;NACC2;BAG1;PSAP;ABL1;SAFB2;ZNF668;ZNF544;POLR3GL;ADAP1;QKI;CDK8;RGCC;SCCPDH;GON4L;ARPC2;CNOT2;MAFK;HPSE;CNOT8;RNF187;SLC25A1;CELF1;CALCOCO2;AKAP8L;FHL3;ARRB2;TNFSF13B;FUNDC2;DUSP12;HHEX;LBH;SUMO1;SNRNP70;SUMO2;CTNNBL1;EIF5A;EIF5B;PDCD6IP;CDADC1;GPX4;RPL13A;EDF1;VPS37B;SMC1A;DDOST;PTP4A1;PTP4A2;DNAJC2;NSMCE4A;NPEPL1;PKM;SYF2;ZNF514;ANG;TOP1;SLC25A5;SLC25A11;GAPDH;SLC25A6;HDAC4;CEBPB;SMARCD3;UHRF2;PPM1M;HDAC1;PRCC;CEBPG;RCHY1;DNAJB6;ZNF746;POLR2E;POLR2F;HNRNPA1;POLR2J;POLR2L;NDUFA9;CIZ1;PPIL2;CDC5L;PTPN12;HNRNPAB;PNRC1;PML;KLF7;KLF6;TRIM39;RAB14;STUB1;MNDA;TPT1;EIF4A1;CCNI;KDELR1;IFI35;IFI30;ACTB;LGALS3;RASSF1;FTH1;BSG;DPF2;EPC1;KAT8;CCNL2;LGALS9;FBXO7;GLUL;ABT1;IMP3;NSMCE2;TALDO1;KRT7;PISD;SRRM1;XRN2;AKAP9;CD2BP2;VDAC2;DXO;CES2;KLK1;DHX9;SP140;TSHZ2;ZNHIT1;ZNF703;PCBP2;NEU1;LYAR;N4BP1;DECR1;ATP6V0A1;SRPK2;XRCC4;IQSEC1;SIAH2;XRCC1;NMI;PARP14;ZNF814;ID1;GRB2;RNPS1;APOBEC3A;ITM2B;RPS24;CUTC;APOBEC3B;RPAIN;HIP1;CITED2;FAF1;SRA1;CTSS;C1QBP;UIMC1;MLX;CHAMP1;CTSH;RAC1;SPTAN1;PCYT1A;PRMT1;TFEB;AGTRAP;COMMD1;PARP9;TOPORS;RHOA;MLF2;GAK;KIN;SLTM;TFEC;WAC;HNRNPH2;UMPS;SGK1;DNASE1L1;STX12;CD63;NEDD8;CAPG;AIF1;SERTAD3;EXOSC4;FAM172A;CTNNA1;APBB3;CD74;RANBP1;SPRYD4;RPA2;HYPK;NLRP12;THEMIS2;NBR1;CTNNB1;HDGF;FHOD1;POGK;HDLBP;ARID4B;SRP14;TTF1;NR3C1;FBL;RGS2;BANF1;NOSIP;RSBN1;ALDH3A2;SLFN11;PPIF;PLAA;CHMP4A;DDX5;AKNA;PSMD14;RBM8A;YTHDC1;TCF7;PRPF8;ZFP36L2;ZFP36L1;SDCBP;CAMTA1;NLRP3;CAMTA2;SMAD2;ZFHX3;TGFB1;CBX3;HSPA6;ISG15;DNAJC13;CWC15;SUPT5H;COQ7;AZIN1;IFT20;NFKBIA;DIAPH1;NR4A1;DIAPH2;YWHAE;GSK3B;USP36;ABCD3;HMGB2;DDX42;YBX3;RBM3;SFR1;PDE4A;RBM5;RBM6;MKKS;RBM14;GLRX3;BUD31;SENP2;CREB3;SFPQ;DDX19B;TRAPPC6A;EEF1D;OAS2;OAS3;BLVRB;TERF2IP;IRF5;PFDN2;EAPP;KDM7A;RBM22;OTUB1;USP15;ATF6B;NAA20;PNKP;IWS1;RNF113A;UGP2;DNPEP;RALY;GBP4;CDK11A;KDM4B;NAA10;DTNBP1;CDK11B;CCS;GLB1;CDK2AP2;RANGRF;NAA16;FAM50A
GO_Cellular_Component_2021	nucleus (GO:0005634)	406/4484	8.297221e-11	4.841781e-09	0	0	1.501220e+00	3.484709e+01	RB1;SPI1;RPL3;THYN1;SMC4;GPATCH8;RPL6;PSMD8;PSMD9;ALKBH5;PSMD7;ZMIZ1;ZC3H12A;CREB3L2;PSMD1;IER2;CDK5RAP3;IER3;CHID1;PIH1D1;ZNF160;EWSR1;CLNS1A;PSME3;ATF5;ATF6;UBA52;ATF3;CTBP2;XPA;SDR39U1;IQGAP1;AAAS;RPS4Y1;MEFV;OAZ1;HIF1A;OAZ2;MTDH;PRDX5;WDR70;PTPMT1;S100A12;HMOX1;LTA4H;S100A11;SERF2;BTF3;F8A1;PBX2;IRF2BP2;PRDX6;FOSL2;FIBP;EIF5;AGO1;HNRNPD;PPT1;ECSIT;MED16;SMG6;UBL5;CHAF1A;AIFM1;TCTN3;TMSB4X;IKBKE;NELFE;UPF2;ANXA1;ANXA2;DUSP1;SIRT7;FOS;GNL1;PSMA5;GCHFR;TAF6L;ZEB2;NCOR1;PSMA1;ZNF350;RPL10;RPS27L;GPS2;PSMA7;PSMB6;RNF138;PPP1R7;PPP1R8;FLNA;RPL13;PCGF1;BRD9;RPL15;RPS2;ZNF467;ZNF224;SF3B1;NKTR;EGLN1;WWOX;EGLN2;CSNK1A1;MGMT;ELP5;SCAF4;NUDT21;RYBP;NFIC;MPLKIP;FOSB;PKN2;YPEL5;UBE2D1;CASC3;PARK7;PYCARD;STK11;ZFP36;KPNA4;TXNL4A;BNIP3L;ZNF561;RPS9;USP4;UBE2E1;VRK2;VRK3;PGD;RNF40;THOC6;KAT6A;S100A6;SRSF2;S100A4;ANAPC5;SNRNP25;S100A9;S100A8;SNRPB;MAZ;CREBL2;EIF1AD;SLC9A3R1;NPAT;MED30;NACC2;BAG1;ABL1;SAFB2;ZNF668;ZNF544;POLR3GL;ADAP1;QKI;CDK8;RGCC;SCCPDH;GON4L;ARPC2;CNOT2;MAFK;HPSE;CNOT8;RNF187;SLC25A1;CELF1;CALCOCO2;AKAP8L;FHL3;ARRB2;FUNDC2;DUSP12;HHEX;LBH;SUMO1;SNRNP70;SUMO2;CTNNBL1;EIF5A;EIF5B;CDADC1;GPX4;RPL13A;EDF1;SMC1A;PTP4A1;PTP4A2;DNAJC2;NSMCE4A;NPEPL1;PKM;SYF2;ZNF514;ANG;TOP1;SLC25A5;SLC25A11;GAPDH;SLC25A6;HDAC4;CEBPB;SMARCD3;UHRF2;PPM1M;HDAC1;PRCC;CEBPG;RCHY1;DNAJB6;ZNF746;POLR2E;POLR2F;HNRNPA1;POLR2J;POLR2L;NDUFA9;CIZ1;PPIL2;CDC5L;PTPN12;HNRNPAB;PNRC1;PML;KLF7;KLF6;TRIM39;STUB1;TPT1;EIF4A1;CCNI;IFI35;ACTB;LGALS3;RASSF1;FTH1;DPF2;EPC1;KAT8;CCNL2;LGALS9;FBXO7;GLUL;ABT1;IMP3;NSMCE2;TALDO1;KRT7;PISD;SRRM1;XRN2;CD2BP2;VDAC2;DXO;KLK1;DHX9;SP140;TSHZ2;ZNHIT1;ZNF703;PCBP2;SYMPK;LYAR;N4BP1;DECR1;SRPK2;XRCC4;XRCC1;NMI;PARP14;ZNF814;ID1;GRB2;RNPS1;APOBEC3A;RPS24;CUTC;APOBEC3B;RPAIN;HIP1;CITED2;FAF1;SRA1;C1QBP;UIMC1;MLX;CHAMP1;PCYT1A;PRMT1;TFEB;COMMD1;PARP9;TOPORS;MLF2;KIN;SLTM;TFEC;WAC;HNRNPH2;UMPS;SGK1;DNASE1L1;NEDD8;CAPG;AIF1;SERTAD3;EXOSC4;FAM172A;APBB3;CD74;RANBP1;SPRYD4;RPA2;HYPK;NLRP12;THEMIS2;CTNNB1;HDGF;FHOD1;POGK;HDLBP;ARID4B;SRP14;TTF1;NR3C1;FBL;RGS2;BANF1;NOSIP;RSBN1;SLFN11;PLAA;CHMP4A;DDX5;PSMD14;RBM8A;YTHDC1;TCF7;PRPF8;ZFP36L2;ZFP36L1;SDCBP;CAMTA1;NLRP3;CAMTA2;SMAD2;ZFHX3;TGFB1;CBX3;HSPA6;ISG15;CWC15;SUPT5H;COQ7;AZIN1;NFKBIA;DIAPH1;NR4A1;YWHAE;GSK3B;USP36;HMGB2;DDX42;YBX3;RBM3;SFR1;PDE4A;RBM5;RBM6;MKKS;RBM14;GLRX3;BUD31;SENP2;CREB3;SFPQ;DDX19B;EEF1D;TERF2IP;IRF5;PFDN2;EAPP;KDM7A;RBM22;OTUB1;USP15;ATF6B;NAA20;PNKP;IWS1;RNF113A;UGP2;DNPEP;RALY;GBP4;CDK11A;KDM4B;NAA10;DTNBP1;CDK11B;CCS;CDK2AP2;RANGRF;NAA16;FAM50A
GO_Cellular_Component_2021	tertiary granule (GO:0070820)	37/164	8.396152e-11	4.841781e-09	0	0	4.040739e+00	9.374783e+01	CDA;ASAH1;ITGAM;CLEC12A;ITGB2;FPR1;CFP;CTSS;CST3;LGALS3;FTH1;SIRPA;CTSH;LTA4H;RAC1;GOLGA7;CTSD;SPTAN1;CAMP;ATP6V0A1;SIGLEC14;FCER1G;CD93;SLC11A1;CYBA;LYZ;SVIP;RHOA;RAP2C;VAMP8;DIAPH1;RAB14;QPCT;FOLR3;LAMTOR1;YPEL5;ARL8A
GO_Cellular_Component_2021	cytosolic large ribosomal subunit (GO:0022625)	20/55	2.276892e-10	1.125435e-08	0	0	7.864651e+00	1.746191e+02	RPL41;RPL3;RPL32;RPL10;RPLP1;RPL23;RPL11;RPL36A;RPL13A;RPL35A;RPL6;RPL14;RPL13;RPL38;RPL26;RPL15;RPL29;RPL39;RPL28;RPL19
GO_Cellular_Component_2021	cytoplasmic vesicle lumen (GO:0060205)	29/115	5.683509e-10	2.458118e-08	0	0	4.659368e+00	9.918994e+01	FCN1;CFD;ARHGAP9;CDA;GPI;PSMD14;GSTP1;A1BG;SRP14;PYCARD;PSMD7;ALOX5;COTL1;S100A12;CTSH;S100A11;SERPINB1;DYNLT1;PGAM1;HSPA6;DERA;APRT;FGR;PSMA5;POMC;PKM;S100A9;S100A8;PAFAH1B2
GO_Cellular_Component_2021	large ribosomal subunit (GO:0015934)	20/59	9.666394e-10	3.716191e-08	0	0	7.056501e+00	1.464732e+02	RPL41;RPL3;RPL32;RPL10;RPLP1;RPL23;RPL11;RPL36A;RPL13A;RPL35A;RPL6;RPL14;RPL13;RPL38;RPL26;RPL15;RPL29;RPL39;RPL28;RPL19
GO_Cellular_Component_2021	mitochondrial membrane (GO:0031966)	68/469	3.330935e-09	1.152504e-07	0	0	2.372243e+00	4.630621e+01	SLC25A1;IFI27L2;NDUFA13;NDUFA11;MRPS12;MRPL37;ECSIT;MRPL34;MRPL32;MRPL33;MRPL4;LGALS3;CASP8;AIFM1;TIMM17A;TSPO;TIMM17B;MPV17;MRPL9;IKBKE;TMEM14C;BNIP3L;RSAD2;VPS13C;NDUFC2;MRPS18A;VRK2;KMO;MRPS6;MRPL43;HADHA;COX7A2L;MRPL51;IFI27;UQCRC1;VDAC2;TMEM126B;SLC25A5;UBA52;SLC25A11;SMIM20;SLC25A6;NDUFB9;STOML2;NDUFB7;NDUFB10;MRPS36;NDUFB11;MRPS34;TIMM13;IFI6;MRPS31;NDUFB1;MRPL14;MFF;MRPL54;MRPL20;BCL2L11;UCP2;NDUFV3;NDUFA9;BAD;NDUFA2;COQ7;TOMM7;KRAS;SLC25A33;CDS2
